65	17
8	0
0	1
0	0
0	0
7	0
0	0
2	0
44	37
0	0
0	0
66	122
0	1
0	0
0	0
0	0
16	0
0	0
0	0
0	0
46	0
0	48
243	314
128	128
146	62
655	341
0	0
326	211
0	3
429	174
26	17
5	1
513	44
179	239
170	30
675	872
0	0
0	0
0	0
95	25
0	12
90	16
0	0
111	1
279	252
0	9
65	1
0	0
65	55
0	0
0	0
0	0
0	0
20	0
0	56
0	0
1	0
0	0
0	0
619	17
92	18
0	0
10	0
0	0
0	0
0	0
0	0
0	0
12	9
296	1
400	263
0	0
50	23
239	199
0	0
0	0
8	0
0	0
0	0
455	0
6	61
1326	354
3323	1598
2913	1116
178	83
0	0
0	0
0	0
0	0
124	0
0	0
0	16
110	27
130	23
0	2
67	61
0	0
0	0
1	0
0	83
18	12
0	0
0	0
146	0
197	68
44	91
74	101
0	0
2	116
50	10
3	1
199	108
439	168
0	0
5	0
75	0
210	35
42	69
5	0
0	0
0	0
427	205
0	0
43	2
1002	691
0	0
9	0
3	0
76	49
179	122
516	152
15	0
2	2
0	0
94	7
75	24
0	0
0	0
0	4
146	124
13	7
0	0
1	4
105	319
0	2
150	17
53	106
481	190
0	6
447	396
25	0
4	0
0	0
147	67
21	4
119	46
0	0
47	0
0	16
314	84
0	0
390	182
0	0
33	0
0	0
0	0
593	586
0	0
538	360
277	1
90	27
8	4
11	10
0	0
487	175
119	49
0	55
0	0
44	14
10	37
187	114
156	103
0	0
102	70
0	0
3633	2232
58	0
0	12
1	0
0	0
0	0
0	0
0	0
179	12
4	0
0	22
0	0
1	0
0	0
105	26
1416	1433
560	143
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
412	228
0	0
0	0
0	0
1287	813
0	0
0	0
5614	1888
0	0
0	7
0	0
1106	355
0	0
0	0
0	0
2616	1500
0	0
47	65
0	0
0	0
0	0
6	77
525	199
99	101
0	0
751	474
2494	1136
0	12
0	0
0	0
0	0
105	97
1543	568
245	51
0	0
0	0
1	0
0	29
41	73
0	20
32	139
197	25
0	0
0	0
4	0
0	0
54	0
18	17
2	3
111	10
4	0
166	77
540	145
0	0
0	0
0	0
410	515
0	0
83	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
226	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	1
0	0
0	0
0	0
71	24
0	0
0	0
9	22
48	35
91	0
449	178
28	5
0	0
0	0
20	1
0	80
15	11
0	70
83	2
52	70
0	0
0	0
0	0
0	22
7	0
0	0
11	7
0	0
0	45
1	0
7	6
0	0
123	1
0	0
0	0
107	90
0	0
358	136
0	0
0	0
0	0
0	0
0	0
0	0
221	162
0	0
0	0
8	0
345	211
0	0
0	0
0	0
1313	799
1127	375
0	0
0	0
289	38
0	0
0	0
171	222
167	212
84	2
0	0
0	0
0	0
0	0
0	0
40	0
0	0
29	134
0	1
0	0
19	0
448	30
315	178
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	55
0	0
635	402
295	332
665	335
23	0
45	0
0	0
828	344
544	130
93	81
4	0
23	31
23	0
0	0
281	135
0	0
74	0
120	81
121	4
179	18
0	0
86	83
0	0
2397	947
0	0
18	7
0	0
0	0
0	0
0	35
0	0
0	0
3	13
9	2
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
126	20
0	0
22	46
445	381
5	8
131	100
104	117
236	222
0	0
0	1
163	109
45	63
91	0
0	0
4	0
0	12
16	0
0	0
0	0
29	14
113	40
1	86
21	0
0	0
0	0
0	0
0	0
15	32
7	33
0	0
0	0
10	0
0	0
0	0
677	125
78	12
192	189
19	0
23	26
0	13
5	0
1	77
0	0
0	3
2	0
1027	522
60	0
0	0
0	12
0	0
54	26
0	0
151	81
133	87
0	0
0	0
0	0
0	1
25	0
0	0
8	12
139	98
649	300
0	0
0	0
0	0
0	0
295	102
0	0
510	265
0	0
512	239
3	142
1461	1035
211	58
0	2
20	1
455	132
578	236
61	81
640	6
649	150
89	23
0	0
0	0
0	1
0	0
0	0
0	0
148	181
0	0
4	0
227	195
39	30
549	124
276	253
1616	914
1182	1008
0	0
0	0
260	53
40	30
0	0
0	0
0	0
0	0
65	51
0	0
0	0
0	0
9	0
6	13
3	35
1	6
0	0
16	0
10	0
218	48
30	3
29	0
84	33
620	349
436	186
0	0
0	0
0	0
24	6
83	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
46	0
0	2
0	0
14	68
0	0
0	0
0	0
0	0
18	4
1	27
0	0
579	258
2716	1622
0	0
198	16
3	11
49	40
68	59
458	352
0	1
395	351
94	32
12	0
0	0
0	0
584	258
683	475
1071	583
264	152
419	55
1	0
0	0
1068	215
382	127
69	82
0	0
104	0
603	405
0	13
160	84
262	0
0	0
362	522
0	0
0	0
0	73
0	0
9	3
150	95
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	66
62	68
33	26
3580	2149
652	264
0	0
240	20
0	10
0	0
4	0
1	0
233	106
0	0
0	0
0	0
239	192
3164	987
53	41
0	7
0	0
0	0
0	0
0	0
0	0
289	75
0	0
12	0
0	24
0	0
197	0
0	0
111	0
212	14
0	0
65	94
109	306
0	14
0	0
0	0
88	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
657	188
120	77
85	43
645	263
609	334
838	410
98	66
208	165
0	3
28	9
48	61
298	256
281	386
14	0
