0	0	0	0	0	0	0	2	5	0	0	0	0	6	0	0	0	12	0	0	2	0	0	3	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	49	1	2	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	35	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866	587	835	2	185	1890	715	797	73	71	512	525	723	1136	608	5	73	1145	695	12	207	6	659	128	605	1	245	471	1064	42
19	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	682	467	6	72	381	246	1037	105	66	333	319	251	1078	336	13	58	552	252	18	396	6	188	263	463	8	278	631	624	13
40	49	323	6	29	271	63	293	72	0	62	94	105	529	417	3	19	188	14	0	13	2	0	85	12	2	251	162	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	3	0	0
0	0	0	0	0	0	0	23	0	0	7	0	0	11	0	0	0	0	6	0	2	0	0	0	0	0	7	0	0	0
48	0	0	0	0	0	0	57	0	0	0	61	0	117	190	0	0	0	0	0	0	0	0	0	0	0	0	37	0	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
57	36	0	0	11	40	0	34	3	0	47	0	17	209	160	49	7	48	46	0	31	0	75	7	126	0	51	74	0	10
0	0	0	1	0	0	0	48	0	0	0	0	0	13	8	0	0	12	27	0	0	0	0	4	0	0	13	18	46	0
325	185	510	11	65	324	106	669	170	14	140	206	94	514	213	0	1	309	87	6	71	1	216	197	591	8	393	529	678	33
24	19	22	0	8	40	73	152	45	6	78	19	15	216	182	37	43	117	38	7	70	0	76	105	47	0	51	129	469	25
142	34	609	2	10	88	60	301	21	0	5	78	64	147	0	2	0	257	18	0	19	0	220	40	90	0	49	58	171	0
1590	1291	1786	9	283	1854	1282	2857	211	165	441	1206	974	2529	1154	48	159	1673	1069	72	955	29	1012	869	1107	44	874	2302	2740	297
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
82	10	348	5	66	263	247	441	137	114	104	259	114	704	110	1	0	267	87	0	173	5	369	94	245	0	120	279	280	69
0	11	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
558	331	751	11	66	658	159	1071	94	28	0	90	243	439	334	1	23	306	185	11	292	3	413	424	102	5	382	411	137	0
500	132	297	2	90	332	103	551	16	4	110	117	162	351	141	7	75	1098	394	0	139	2	385	10	248	2	59	80	92	21
9	5	2	0	3	4	1	19	3	0	3	0	8	13	5	1	0	9	10	0	3	0	13	4	13	0	3	6	4	0
7	81	89	3	13	96	55	45	0	0	3	7	66	104	65	0	0	68	29	0	0	1	70	46	203	0	5	99	10	14
244	104	507	5	43	261	247	446	82	80	206	139	90	450	443	6	14	221	174	11	95	5	124	90	368	1	272	294	571	67
81	31	0	1	0	88	25	72	1	3	21	0	1	24	141	0	75	143	8	0	1	1	0	1	130	0	64	95	183	22
418	201	706	9	201	715	443	1372	111	122	413	292	600	1137	533	65	153	359	437	20	309	27	678	263	377	9	548	560	512	51
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	30	0	0	39	0	0	0	0	0	0	0	0	0	14	48	22	39	0	36	0	0	0	0	0	0	0	0	0
239	43	285	15	71	84	0	191	45	0	0	201	102	46	0	0	0	255	66	0	69	5	123	0	508	0	0	44	154	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	10	29	0	9	46	0	56	7	9	1	34	0	41	23	0	0	16	13	1	0	0	16	6	21	0	3	12	178	31
0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
92	0	24	0	12	60	47	114	0	0	0	0	22	44	0	0	0	13	14	5	86	0	0	1	38	5	1	9	67	2
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	0	0	5	0	0	0	0	0	0
