0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	2	0	0	0	172	2	0	0	0	0	25	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	253	1253	955	1225	12	762	696	996	953	1142	784	425	513	697	1023
0	13	3	1	0	3	0	0	0	0	2	0	0	7	3	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	451	342	524	897	413	81	69	222	51	702	345	315	348	474	510
97	0	322	41	0	0	0	36	58	0	74	289	34	96	128	76
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0
0	0	0	0	0	0	0	3	48	0	0	0	0	0	0	0
3	0	0	15	20	0	0	1	0	18	0	4	14	0	13	32
0	0	0	0	33	0	0	0	170	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	49	36	0	0	0	26	205	24	207	9	61	129	108	0
0	0	0	0	0	0	60	1	0	2	6	3	10	0	25	0
260	832	261	127	192	1	225	36	40	31	345	216	291	9	7	464
506	343	300	430	2116	253	648	191	369	407	725	136	540	452	529	574
0	198	0	126	74	0	7	2	106	50	65	25	11	203	1	4
514	723	1365	793	253	880	654	255	1381	161	1531	464	613	836	785	1138
0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
163	1345	627	90	195	471	262	44	189	77	751	167	116	112	592	417
0	0	27	0	1	0	15	0	0	0	0	0	1	0	0	0
264	2052	623	331	2323	367	1516	263	95	181	849	819	1003	1730	2	520
60	0	379	211	92	0	37	6	41	91	168	80	48	460	115	235
0	5	12	1	8	10	0	2	15	0	13	5	3	9	5	0
157	154	43	76	178	1	26	10	0	39	158	110	36	0	50	241
73	288	289	163	183	156	22	48	569	97	339	354	551	311	86	129
43	0	17	6	1	1	96	20	0	4	1	10	0	253	114	0
318	982	947	402	984	298	369	248	773	458	573	644	457	225	495	792
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	27	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	16	10	0	38	0	0	82	0	6	12	78	1	13	0
0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
0	0	1	1	0	0	2	1	0	0	56	23	13	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	18	0	0	53	0	0	0	0	0	0	0	0	45
0	0	0	10	0	1	0	0	0	0	0	0	0	119	174	0
0	0	0	40	228	1	46	3	0	29	0	0	31	1	0	142
0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
