0	9	0	0	32	0	38	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	646	8	427	51	513	467	12	552	554	258	439	702	1254	246	4	215	124	162
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	708	636	319	14	3	703	50	604	664	76	117	112	917	184	54	346	273	97
0	0	129	0	0	180	0	0	8	0	30	0	1	493	0	0	0	189	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7	0	0	99	0	14	0	34	0	50	74	0	0	0	0	6
0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1727	514	792	32	183	1575	25	436	825	120	2	1772	1194	215	0	117	0	132
0	107	75	175	24	126	198	59	179	247	10	382	562	319	66	0	62	288	71
64	1049	141	1059	49	119	347	108	544	792	128	820	1102	625	274	0	154	186	55
258	4812	2558	3422	431	597	6844	177	3281	5377	756	2692	3286	5671	400	142	1322	1013	1271
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	989	94	1475	3	32	1880	254	1364	668	141	257	135	1879	277	0	1	276	76
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
46	725	0	218	200	74	324	117	1210	204	195	456	1097	543	222	0	149	381	0
135	14	0	421	50	72	509	44	242	278	44	594	509	587	217	24	58	273	143
0	30	11	29	0	1	18	2	0	10	6	13	0	47	10	0	1	1	0
8	115	244	114	24	0	172	0	73	236	10	35	14	250	48	0	51	19	8
18	539	227	321	78	56	746	28	679	470	18	87	415	751	89	4	126	104	11
0	5	236	74	0	30	103	1	325	502	4	223	45	517	37	0	66	5	17
70	1780	675	2386	250	342	2964	34	2902	1169	325	1281	1296	2037	613	124	586	749	459
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	24	0	0	11	0	0	0	0	8	2	0	0	0	0	0	0	0
0	185	0	84	8	22	183	10	0	32	0	0	480	116	14	0	27	4	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	83	11	83	21	0	62	0	132	67	0	9	26	45	0	4	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	178	0	0	0	0	0	0	263	0	0	0	0	0	1	0	0	0	0
0	27	65	348	0	112	32	0	0	131	29	1	0	60	47	40	58	0	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
0	26	0	176	16	0	21	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	24	0	0	3	40	0	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	57	0	0	3	0	0	327	0	0	0	46	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	20	214	21	1	43	64	0	210	229	0	114	158	324	26	0	75	37	48
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
0	78	0	49	0	1	242	4	431	749	1	317	308	254	0	0	428	1	54
39	148	4	394	52	2	174	13	472	471	88	121	284	35	20	15	31	3	55
24	857	0	139	182	322	408	309	436	962	28	596	528	1221	179	69	63	1254	101
0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	96
1	0	0	0	93	2	0	30	313	0	32	0	0	0	0	0	0	153	9
0	1	109	0	0	0	38	0	116	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	129	0	63	0	0	118	0	82	0	0	0	0	4	0	0	36	0	0
0	72	0	0	0	0	0	4	53	0	0	0	113	0	48	0	17	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	390	144	192	11	65	1108	6	706	1449	28	674	2104	520	399	0	206	169	40
3	758	500	470	107	120	909	65	8	70	148	1	803	962	77	1	143	193	7
0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
0	0	84	22	9	1	0	12	2	0	0	0	1	1	1	1	0	1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	72	0	165	0	0	48	0	176	0	0	231	0	1	0	0	106	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	175	231	281	0	5	1269	39	521	126	82	243	1312	489	1	0	40	15	0
0	246	0	276	10	0	123	0	737	1	1	311	387	804	0	0	165	0	0
2	758	272	507	37	58	1557	34	885	1133	29	473	1490	895	242	6	79	9	19
