0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	3	2	0	0	0	0	0
113	208	124	192	122	353	122	379	336	227	207	352	295	148
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	106	119	117	121	233	117	117	149	182	134	225	122	25
0	0	1	19	0	9	0	27	12	1	0	32	50	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9	2	0
0	0	0	0	0	0	0	0	0	0	0	0	6	0
0	0	0	0	8	0	0	0	0	0	0	3	11	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43	0	0	0	67	0	19	0	3	9	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	32	0
7	60	27	25	17	56	28	95	96	43	187	54	44	17
20	72	34	11	15	220	43	35	63	22	64	84	51	4
52	80	14	54	21	134	23	44	32	20	117	101	165	74
389	321	73	126	86	572	49	375	601	261	544	653	461	189
0	0	0	0	0	0	0	0	0	0	0	5	0	0
29	55	0	46	3	78	0	78	59	52	88	65	53	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	185	33	65	37	74	34	104	16	85	50	144	10	7
269	199	347	69	175	697	339	148	71	352	395	204	311	52
0	1	0	2	0	0	0	0	3	0	5	3	3	0
24	19	7	2	37	48	3	67	41	102	26	34	44	0
99	117	0	30	32	180	2	88	102	39	147	128	228	4
7	0	0	1	0	60	0	8	12	0	0	22	0	8
81	137	18	112	100	217	11	353	164	166	282	376	238	93
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0	0	0	0	0	2
48	30	0	18	21	111	0	26	0	23	173	6	241	36
0	0	10	0	0	0	4	0	6	0	0	0	0	0
0	8	0	0	0	0	0	6	8	0	5	1	0	0
0	0	1	1	0	0	0	5	0	0	3	0	0	0
0	0	0	0	4	15	0	1	15	0	50	0	0	4
0	4	0	0	0	15	0	0	4	0	12	4	0	0
0	0	0	0	0	10	0	0	0	0	0	9	0	0
0	13	0	0	2	0	0	0	2	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	7	4	0	0	8	20	1	0	19	22	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	17	0	0	0	0	0	0	0	0
8	91	17	0	6	27	14	17	50	29	4	45	59	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	25	5	0	0	0	6	0	0	2	6	1	0	2
4	30	34	26	12	61	30	42	83	29	3	69	62	0
58	240	15	55	21	82	16	19	58	14	161	127	55	44
68	202	47	35	70	77	52	151	91	74	203	132	295	63
0	0	0	0	0	1	0	3	0	0	0	0	0	0
33	23	0	1	0	55	0	8	0	0	48	0	109	0
31	62	48	26	18	38	57	67	4	25	79	101	1	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	17	0	0
5	0	1	16	0	56	0	17	15	0	26	3	18	40
5	9	11	19	0	9	10	7	5	39	0	33	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	22	0	50	0	0	126	0	0	18	0	1
21	205	5	9	3	141	10	61	67	0	79	55	109	2
0	9	6	0	0	6	4	0	0	0	0	0	2	0
0	0	0	0	0	23	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	1	0	0	2	0	17	0	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	115	25	22	8	178	28	43	84	115	111	220	156	2
15	25	1	0	0	69	0	20	2	32	46	15	0	0
126	122	36	62	57	133	37	166	190	70	176	138	123	52
304	462	232	166	326	568	193	301	339	206	397	214	294	86
241	88	34	103	155	346	45	231	343	104	128	475	293	95
15	103	2	16	11	148	4	182	81	90	24	75	60	11
0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	50	0	2	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0
6	63	0	0	0	66	0	30	66	35	1	49	11	1
11	67	95	16	32	140	96	24	48	30	98	81	19	0
150	174	46	110	101	337	39	321	186	146	107	159	40	64
27	58	94	9	42	0	83	23	101	5	36	64	104	66
12	0	0	1	0	28	0	26	13	31	55	16	45	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	19	4	24	0	20	27	0	1	100	0	0
12	95	0	3	21	1	0	28	1	12	42	16	0	0
24	26	17	26	0	13	17	18	37	45	119	58	6	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0
