87	90	0	140	0	21	15	0	24	49	278	135	82	32
0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	43	0	0	0	0	0	0	0	4	0	17	0	0
0	0	0	0	0	0	0	0	0	38	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	15	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0
985	496	398	1252	324	25	474	90	597	342	587	478	1260	523
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
691	414	323	515	434	105	486	128	403	370	192	456	2260	941
443	74	0	95	0	203	16	0	119	123	489	0	0	0
0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	35	0	0	0	7	0	11	0	0	0	0	0
0	41	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	4	0	0	0	4	0	0	0	1	0	0	0
6	0	2	0	0	0	10	0	0	0	0	23	0	17
677	200	1102	618	245	0	176	183	61	490	78	328	437	495
43	110	12	136	33	0	90	0	15	14	88	200	0	158
558	487	339	1168	158	123	212	38	349	2051	1369	622	922	330
3560	2240	1986	2909	500	727	1700	211	2133	865	937	3997	1612	1581
0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	1072	460	989	255	212	353	99	818	1729	796	683	937	378
1	0	15	0	0	0	1	0	0	0	0	10	0	0
324	457	653	281	315	642	253	0	363	55	209	204	43	140
639	553	172	2	0	287	242	0	133	237	128	627	38	1
5	2	15	0	2	2	2	0	1	11	1	4	0	4
0	230	23	0	60	0	31	0	48	137	16	108	70	119
176	502	664	556	77	169	216	197	360	235	21	561	206	277
0	322	0	43	0	222	38	0	0	0	0	1	0	0
972	1160	676	909	272	171	437	103	839	1612	894	1159	1658	387
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	12	104	0	43	0	0
0	0	0	0	0	0	6	1	0	0	169	0	0	0
0	0	0	1	0	0	3	0	0	0	0	0	0	0
9	0	1	0	10	52	8	6	68	19	73	53	29	14
0	0	0	0	0	0	1	0	0	0	0	1	0	0
0	149	0	0	0	0	32	0	33	5	0	5	0	0
81	107	78	78	0	0	117	0	191	432	342	456	523	61
85	0	0	0	0	0	0	0	4	58	0	0	0	0
44	0	58	0	0	0	1	0	0	0	0	36	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	80	0	296	0	0	13	0	0	22	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	17	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	5	0	0	189	0	34	0	0
0	0	161	0	53	0	49	27	82	48	273	43	0	59
0	0	0	0	0	1	0	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	1	0	2	0	0	0
618	582	315	0	69	0	183	260	235	75	0	224	305	153
66	185	0	1	1	0	106	0	253	122	38	121	0	0
1611	673	609	282	500	1	572	74	505	342	208	649	409	406
312	0	27	0	0	0	0	0	0	33	0	33	0	0
0	0	0	0	0	0	54	0	0	9	14	18	0	0
0	0	0	0	0	0	35	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	126
62	0	85	0	0	0	31	0	144	2	0	11	48	25
0	0	0	0	0	0	3	0	0	10	42	0	0	0
0	0	0	0	0	0	0	0	0	0	14	0	0	1
200	0	50	684	0	0	91	88	0	69	0	32	1	122
128	1	139	571	95	254	141	105	136	471	339	460	524	136
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	46	0	0	0	0	0	0	0	21	0	2	0	0
97	4	0	20	0	0	1	0	0	14	74	3	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	16	0	0
0	0	0	0	0	0	6	0	0	42	48	16	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	311	523	251	222	1	168	0	381	234	34	137	216	38
19	0	0	0	9	0	81	0	323	63	53	67	0	143
602	1041	847	801	285	0	377	114	905	491	374	692	479	395
1508	672	1695	1250	337	176	755	138	333	2279	2023	2116	1448	935
1751	301	1476	4303	431	1	1058	256	730	2110	1554	2751	1482	799
1163	421	269	187	238	802	363	1	551	220	301	481	26	716
0	0	0	0	0	0	0	0	0	0	0	0	1	0
73	0	69	0	1	0	68	49	262	85	0	74	0	172
0	0	0	0	0	0	0	0	0	16	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	28	0	0	0	0	0
108	310	450	264	8	24	141	0	288	158	95	110	0	413
205	99	144	0	0	0	141	0	284	359	180	203	649	0
363	35	201	0	165	6	182	51	172	230	143	227	0	258
3	76	313	969	0	0	67	25	72	8	76	174	94	260
47	112	67	0	0	0	52	0	176	588	167	168	243	154
0	0	0	0	0	0	0	0	0	0	32	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	345	0	0	216	101	0	0	448	82	52	11	6
26	96	25	0	269	273	71	53	26	0	68	47	476	212
0	22	0	0	0	0	75	84	8	166	4	167	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	1	0	0	0	0	0
18	0	40	0	0	0	39	0	80	30	67	78	110	3
143	179	240	0	0	0	68	2	174	25	70	133	406	296
190	168	201	127	23	43	120	23	131	362	296	208	118	99
449	314	209	601	327	17	237	53	498	1459	1114	841	582	347
0	0	286	0	0	0	49	0	134	51	0	71	0	0
443	325	7	145	389	1	65	10	139	183	478	125	297	565
184	31	0	0	0	329	101	0	170	0	86	39	417	29
36	0	27	0	1	0	1	0	0	0	0	57	0	20
221	433	62	260	49	37	222	67	244	398	0	237	0	48
76	286	121	0	4	0	85	0	103	2	0	69	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	134	0	172	0
0	127	0	10	0	390	71	0	44	46	125	0	564	0
119	135	158	1	0	0	91	11	14	234	296	56	265	8
174	138	1	0	0	0	30	0	0	0	33	36	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	153	292	0	85	6	109	10	2	111	33	79	0	233
0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	1485	743	1112	523	689	462	380	769	556	353	673	752	946
889	1109	1050	867	125	451	932	262	860	1178	1088	1973	1851	700
0	0	0	401	0	0	0	0	0	36	127	0	0	0
511	0	258	423	51	215	102	40	0	289	453	180	0	107
15	9	0	0	0	0	6	0	0	5	0	13	0	0
162	150	96	2	0	107	244	0	97	98	0	84	12	217
1593	1609	2092	1201	328	431	816	279	1741	1089	233	1034	735	975
0	81	141	842	159	26	113	29	88	298	644	282	65	0
0	0	78	0	1	0	0	0	0	6	61	0	0	0
128	1	84	0	0	0	74	0	70	149	0	184	0	2
0	0	0	0	2	0	9	0	0	0	0	0	0	0
424	120	152	395	152	0	87	19	226	327	180	99	0	146
