257	355	420	256	476	327
0	8	2	2	0	0
0	0	36	7	18	39
0	0	0	0	0	0
0	0	0	0	0	0
0	67	75	22	79	26
0	0	0	0	0	0
0	0	0	1	0	2
11	0	15	19	2	44
0	0	0	0	0	0
0	0	0	0	0	0
72	74	31	27	88	129
10	6	76	0	0	37
2	32	30	0	19	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	9	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
10	3	4	8	38	28
13	12	25	2	0	6
37	96	83	24	155	115
72	137	79	48	117	95
22	101	10	17	16	30
284	180	642	135	325	137
0	0	0	0	0	0
228	0	381	160	88	114
0	0	0	0	0	0
0	115	115	7	0	15
26	0	0	0	0	0
2	6	2	0	4	1
0	126	30	8	54	13
32	0	23	6	40	98
11	81	16	0	28	9
218	336	356	200	888	317
0	0	0	0	0	0
0	0	0	0	0	0
9	0	4	15	27	15
8	36	31	3	8	17
0	0	17	0	25	18
83	35	54	12	98	64
0	0	0	13	0	2
0	35	11	0	0	12
36	28	81	39	98	62
0	0	0	0	0	0
0	0	0	0	55	0
0	0	0	0	0	0
8	12	11	0	80	23
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	4	0	0	0	0
0	16	28	10	0	47
1	4	0	0	0	0
0	0	0	0	0	0
22	39	35	19	83	69
16	15	0	0	0	0
0	0	0	0	0	1
79	46	44	16	76	103
0	1	0	31	0	20
25	25	32	11	0	11
1	24	83	4	14	6
0	0	0	0	0	0
0	0	20	1	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	28	0
6	0	58	15	10	7
61	52	60	39	154	155
0	144	40	39	106	69
0	0	0	0	0	0
56	111	68	51	44	150
164	282	269	97	160	263
0	0	0	0	0	0
0	18	0	10	46	0
0	0	4	0	0	0
0	1	3	0	0	0
0	0	0	0	0	0
20	37	16	5	54	106
83	154	184	49	110	70
73	81	97	34	113	98
439	117	806	279	743	358
1344	625	1354	476	1714	1372
15	49	174	18	127	37
0	0	0	0	0	0
26	0	0	0	0	0
16	0	10	0	0	0
0	0	0	3	9	0
0	0	0	2	0	4
2	0	0	0	0	0
18	0	10	10	0	0
0	29	79	20	69	0
25	4	126	37	29	5
4	32	19	9	0	37
63	11	46	37	213	89
0	0	0	0	38	0
0	0	0	0	0	0
0	0	0	12	0	0
0	0	23	0	0	0
104	125	143	34	0	19
0	0	0	0	0	0
0	0	0	0	0	0
29	109	84	13	4	71
0	24	22	9	1	14
145	158	155	40	115	210
387	199	249	113	368	499
0	0	0	0	0	0
42	27	28	21	51	24
0	0	0	11	0	0
0	0	16	2	0	14
90	20	121	52	323	371
23	29	30	3	30	27
0	0	0	0	0	0
25	38	21	12	0	82
0	24	11	11	0	0
0	52	45	5	26	20
15	9	0	6	0	4
0	9	19	7	0	4
0	0	0	0	0	0
0	0	0	0	0	0
24	40	11	15	0	57
0	0	0	0	0	0
0	6	7	0	8	8
776	426	946	183	1045	541
0	0	0	22	0	13
0	69	157	31	0	12
0	0	0	0	0	0
73	33	91	57	89	131
0	67	55	32	25	59
97	62	0	9	13	6
0	55	35	6	0	0
31	9	32	34	0	32
9	34	21	3	0	4
0	13	102	0	79	0
49	62	88	34	9	20
0	0	0	0	0	0
0	0	0	0	13	0
0	0	1	10	0	0
128	142	103	24	251	120
0	1	57	31	35	0
0	0	0	0	0	0
18	40	5	3	0	3
32	83	40	35	3	35
0	0	13	0	0	0
1	104	29	21	43	33
99	515	194	103	178	271
90	265	118	98	316	107
0	0	0	0	0	0
168	61	235	33	39	135
0	23	0	9	0	0
0	21	16	0	29	22
0	0	0	0	0	0
125	638	512	177	498	521
0	41	30	2	92	55
0	0	0	0	0	0
0	42	72	16	0	53
0	0	0	0	0	0
5	3	30	9	10	17
0	28	0	12	0	25
0	0	0	0	0	0
96	2	107	27	12	69
0	0	0	0	0	0
0	0	0	0	2	0
0	0	0	0	0	0
0	0	0	0	0	0
36	15	201	26	196	59
0	0	0	0	0	0
124	53	73	28	266	110
0	69	25	6	14	35
44	95	135	34	20	93
0	2	1	0	3	3
12	0	0	3	14	47
0	0	0	0	0	2
72	205	134	65	104	277
9	15	19	9	33	32
