38	15	0	19	0	5	0	332	17
0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
17	5	0	11	0	0	0	0	0
619	520	436	317	395	624	712	730	546
3	0	0	0	0	1	0	2	0
0	0	0	0	0	0	0	0	0
216	77	197	111	122	114	257	259	239
14	21	0	0	0	0	145	0	89
0	0	0	41	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	52	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	36	0	0	0
74	9	50	48	99	35	81	135	15
3	133	9	99	50	113	141	1	230
478	149	134	132	168	251	167	34	107
255	157	392	475	112	181	406	1175	300
348	283	389	287	265	233	502	877	325
0	0	0	0	0	0	0	0	0
211	127	370	103	339	111	234	835	361
0	0	16	0	0	1	0	0	17
139	57	335	82	341	47	181	325	155
719	278	164	663	221	230	397	4	415
0	1	4	1	2	0	3	36	3
225	127	62	0	118	52	235	215	88
51	200	260	387	130	151	300	0	232
138	53	53	55	77	8	0	0	0
55	214	233	368	411	179	170	790	336
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	34	0	0	0	7	0	0	52
0	0	0	19	56	34	25	0	18
29	33	0	0	0	2	0	0	15
42	36	21	15	14	8	49	0	29
0	0	0	0	0	0	5	0	0
4	0	0	0	26	33	23	0	51
543	230	432	259	222	259	160	2068	270
8	0	0	0	0	1	0	0	0
102	4	0	0	0	0	0	0	5
0	0	0	0	0	9	0	0	0
1	0	31	67	0	2	0	0	0
23	0	0	0	0	0	0	0	1
0	0	0	1	42	0	0	0	23
0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	0	0	0
0	0	0	0	5	0	0	0	0
83	113	128	101	73	106	233	0	111
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
8	0	0	0	34	2	0	0	7
37	50	3	90	0	29	0	239	25
112	29	105	93	54	37	0	0	18
145	85	168	9	74	96	130	0	226
29	12	10	0	37	0	0	0	3
253	43	64	0	16	61	0	0	6
237	0	69	0	46	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	8	0	43	0	0	0	0	0
0	17	0	0	0	0	5	0	45
0	0	0	0	0	5	0	0	0
94	60	0	0	76	48	1	1	164
221	134	53	456	286	331	122	1454	395
0	0	0	0	0	0	0	0	0
0	0	0	43	22	2	0	0	0
0	0	0	0	0	1	0	0	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
0	0	0	0	0	23	47	0	0
0	0	0	0	0	0	0	0	0
185	74	235	58	57	120	7	0	194
61	38	89	29	9	27	78	1	14
365	330	681	109	255	215	966	333	483
2320	1497	946	1559	1010	1109	2702	2421	1880
1440	744	864	1167	726	640	1362	3342	1119
68	144	113	187	62	295	81	26	158
0	0	0	0	0	0	0	0	0
