70	112	502	212	279	96	389
0	0	0	0	0	0	0
12	26	77	0	22	1	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	4	0	20	0	0	0
0	30	48	25	1	9	5
0	0	0	0	0	0	0
0	0	0	0	0	0	0
20	77	22	124	148	46	83
19	31	45	17	43	0	0
0	0	0	0	0	56	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	35	0	0	6	71
0	32	0	0	42	0	43
0	1	0	0	139	0	20
74	88	209	108	121	131	144
18	39	132	111	144	108	113
173	953	587	502	617	190	599
1	0	0	0	0	0	0
273	912	0	104	825	234	723
1	0	0	0	0	0	0
0	92	133	68	0	60	0
6	0	42	109	50	0	0
3	17	7	6	8	2	16
50	24	5	56	203	81	20
18	105	376	63	150	0	92
0	0	75	0	3	0	0
295	325	179	219	754	0	550
1	0	0	0	0	0	0
0	0	0	0	0	0	0
10	0	0	6	0	41	81
0	0	21	0	0	0	17
0	0	0	0	0	0	0
15	39	10	83	21	86	122
0	0	0	115	0	0	0
0	0	0	0	0	0	0
29	100	385	158	89	74	17
0	0	0	0	0	0	0
5	0	0	0	0	35	65
0	0	0	0	0	0	0
0	32	3	0	0	40	26
0	0	0	0	0	0	0
10	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	7	0	0
13	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
13	1	79	1	0	61	76
0	0	0	0	0	0	0
0	0	0	0	18	0	0
54	92	48	81	240	152	179
2	0	0	0	35	0	0
33	151	115	169	4	43	225
0	0	12	0	0	0	105
0	0	0	0	0	0	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	35	0	0	0	0
0	0	0	0	0	0	85
0	0	0	0	0	0	0
19	83	0	130	105	1	90
2	129	88	29	0	59	627
0	0	0	0	0	0	0
34	66	207	73	139	83	190
439	1161	2097	1010	1361	585	1809
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
8	184	58	50	51	0	40
93	57	151	206	43	0	192
79	93	132	131	393	117	427
587	1679	406	745	1057	491	2510
919	2096	2488	2506	1613	350	2281
40	81	71	154	26	17	300
0	0	0	2	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	0	0	0	0	0	0
18	0	0	0	0	0	1
13	51	435	177	46	39	250
56	132	31	56	18	60	86
0	0	0	0	34	0	0
8	41	1	0	81	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	2	64	36	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	16	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
152	119	34	167	156	96	95
8	0	1	0	1	0	0
49	121	196	100	108	98	153
271	334	776	536	506	603	763
0	0	0	0	0	0	0
43	102	198	61	222	37	132
0	0	96	0	11	0	0
5	0	1	0	0	0	0
138	273	423	0	325	109	691
25	146	65	47	97	0	0
0	0	0	0	0	0	0
27	0	30	0	0	0	0
0	0	0	23	3	58	31
23	9	8	0	131	0	7
0	0	0	0	0	0	15
0	6	19	17	22	0	0
0	0	0	1	0	0	0
0	0	0	0	0	0	0
16	0	188	0	0	0	61
0	0	0	0	0	0	0
9	0	0	8	29	0	0
521	4942	821	1339	1466	602	6112
6	1	63	42	37	0	0
30	198	258	26	64	37	205
0	0	0	0	0	0	0
24	130	401	94	84	47	90
87	118	357	474	461	69	556
34	35	55	0	0	4	74
0	8	86	0	0	0	23
19	172	13	211	22	60	2
5	0	25	0	0	17	0
31	0	0	42	14	18	46
86	12	65	100	173	79	261
4	0	0	0	0	0	0
9	0	0	0	0	0	0
5	47	0	3	45	0	80
65	21	97	0	85	76	48
0	3	1	3	9	0	2
0	0	12	0	0	0	0
0	53	9	20	16	59	20
124	111	83	42	28	22	127
6	0	0	19	0	0	0
20	72	54	121	0	41	132
82	252	296	586	102	307	563
336	1232	767	992	943	402	910
5	0	0	0	0	0	0
298	172	347	655	398	62	15
0	0	0	0	0	0	0
12	21	54	82	48	14	53
0	0	0	0	0	0	0
43	113	380	193	117	146	271
9	0	192	0	27	0	226
0	0	0	8	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
62	58	72	78	142	47	74
3	0	0	9	0	0	0
0	0	0	0	0	9	0
149	300	406	390	264	7	467
0	0	0	0	0	0	0
0	0	2	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	1	0
169	43	322	287	214	43	152
0	0	0	0	0	0	0
77	193	21	29	151	40	180
2	24	0	50	0	0	116
22	87	7	144	78	28	2
0	0	5	6	3	3	0
66	76	31	232	22	34	202
0	0	0	0	0	0	0
7	34	98	22	29	47	25
15	15	0	24	81	4	19
57	68	78	1	118	14	129
0	0	0	0	0	0	0
7	0	21	53	77	37	74
0	0	0	0	0	9	0
25	0	143	27	67	27	141
0	0	15	0	29	2	0
0	0	0	0	0	0	0
42	100	121	0	0	42	30
0	0	58	35	12	0	0
243	941	347	574	618	293	882
2	0	0	0	0	0	0
0	0	0	0	0	0	0
3	0	0	0	0	0	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	0	0	0	0	0	0
0	0	24	0	0	0	0
0	0	0	8	0	0	0
14	0	0	0	5	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	52	0	0
8	0	226	0	116	46	61
132	189	1424	471	209	54	374
19	19	207	0	57	0	100
1	0	0	0	0	0	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
8	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
13	27	393	196	0	46	8
31	0	0	0	0	0	0
2	0	2	0	0	0	0
3	0	0	0	0	0	0
1297	2191	6328	5381	2625	2335	8012
12	0	0	0	1	0	0
14	0	0	0	0	0	0
1520	4252	7879	4727	1541	2779	3533
3	1	4	0	0	0	2
37	0	0	1	0	0	68
0	0	0	0	0	0	0
22	63	17	51	88	0	393
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	29	0	0
1369	1649	3515	3267	3347	402	3047
0	0	0	0	0	0	0
20	20	483	263	84	42	41
0	0	0	0	0	0	8
5	8	100	0	10	4	1
0	0	0	0	0	0	0
41	41	72	24	26	17	13
0	23	1	9	0	1	1
66	155	4	132	92	62	303
0	0	4	0	0	0	28
177	83	334	214	333	62	145
140	165	71	161	141	62	152
2	37	0	30	1	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
30	52	243	200	26	90	59
59	155	214	69	102	37	163
41	74	2	61	305	0	149
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	1	0	0	0	0	0
0	0	1	0	0	0	55
0	0	0	0	0	0	0
49	379	54	141	565	255	357
91	68	604	36	123	108	83
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
5	27	50	32	0	23	0
2	0	0	8	0	26	0
0	3	49	0	0	16	0
22	128	80	28	0	61	0
3	3	0	65	20	0	0
99	176	0	71	276	40	330
52	43	198	179	352	46	287
0	0	0	10	0	0	0
0	0	0	1	5	0	0
0	0	55	13	0	0	0
174	778	316	417	297	179	529
0	0	0	0	0	0	0
9	0	146	40	1	0	92
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	5	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
17	0	80	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	3	36	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	20	0	0	0
0	0	0	0	0	0	7
29	116	148	33	62	56	70
0	0	0	0	0	0	0
0	0	185	149	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	51
19	0	74	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	7	17	36	15	33	88
0	0	0	0	0	0	0
0	0	0	10	0	0	0
0	0	0	0	0	0	38
0	0	0	0	34	0	0
0	0	0	0	0	0	0
7	0	0	0	5	0	0
0	0	0	0	0	0	0
0	0	0	0	5	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
42	73	331	73	0	9	0
0	0	0	0	0	0	0
9	0	18	0	0	0	3
0	0	0	0	0	0	0
30	21	65	7	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	21	0	0	0	8	0
9	11	12	102	0	24	32
16	0	7	121	8	25	25
20	102	385	208	4	129	53
0	0	33	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
9	6	337	282	145	42	322
3	0	0	0	8	0	0
9	0	22	1	0	1	0
0	0	0	0	0	0	0
35	55	1	0	10	81	221
0	90	0	2	2	2	0
0	0	0	0	0	0	0
1	0	74	1	0	0	0
0	0	72	0	0	0	0
8	21	0	0	16	0	41
0	2	0	63	5	47	111
0	0	0	0	0	0	0
4	26	85	34	2	7	49
0	0	0	0	0	0	0
8	0	216	157	0	7	115
0	0	18	0	2	2	1
5	49	20	0	0	0	0
0	0	0	0	0	0	0
41	73	213	14	24	21	78
0	0	0	0	0	0	0
0	0	0	0	0	0	0
27	0	25	0	1	47	87
0	30	112	0	0	0	0
94	67	280	315	68	95	137
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	0	0	0	0	0	0
1	0	0	0	0	0	0
14	0	0	0	0	0	0
0	0	0	0	0	0	0
7	42	0	0	51	31	127
6	0	0	0	0	0	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
8	26	25	0	0	0	54
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
175	503	375	188	170	253	632
93	338	177	301	213	283	301
2	0	0	0	7	0	0
18	0	12	0	0	3	0
63	894	0	461	532	34	832
0	0	0	0	0	0	0
0	1	0	0	0	0	0
104	182	203	154	285	86	100
39	13	267	71	199	371	188
20	0	0	44	0	0	0
0	0	0	39	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	4	0	28	0
0	0	0	0	0	0	0
150	55	703	77	62	161	343
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	122	83	41	0
12	0	214	0	4	32	3
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	27	0	0	1	0
0	0	0	0	0	1	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	42	0	21	0	1	0
0	0	0	0	0	0	0
183	808	694	597	412	180	555
47	113	215	1	355	24	114
108	100	38	311	144	42	304
0	0	0	0	0	0	0
5	0	0	0	0	0	0
0	0	0	0	0	0	0
241	883	484	515	804	617	991
150	997	201	476	544	197	1326
33	139	60	0	35	67	145
0	0	7	32	16	21	37
0	55	53	2	0	9	0
0	0	0	0	0	0	0
0	0	0	0	70	0	0
251	754	761	565	729	151	1881
0	0	0	0	0	0	0
44	0	43	0	0	0	45
106	204	8	17	416	45	310
20	29	0	0	28	1	117
85	56	3	146	47	36	88
0	0	0	0	0	0	0
192	663	2742	3002	1017	780	1038
0	0	0	0	0	0	0
211	491	903	441	574	172	736
0	0	0	0	0	0	0
0	0	84	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	3	0	0	0	0	0
0	0	0	0	0	0	0
1	2	6	8	0	0	17
0	0	0	0	0	0	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	18	0	0	1	0
1	45	0	2	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
40	1	1	0	2	1	0
0	0	0	0	0	0	0
0	83	0	0	0	0	21
22	0	251	0	17	104	127
0	1	0	41	1	22	15
34	110	98	58	0	0	80
2	53	32	24	0	14	7
121	422	62	144	222	61	658
0	10	0	9	0	0	0
4	0	75	15	0	0	29
26	104	0	10	1	113	53
18	1	163	86	35	12	57
82	49	95	62	37	51	223
26	0	0	0	0	7	0
0	0	0	0	0	0	77
0	0	0	10	0	0	89
9	0	0	29	0	0	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	14	103	0	43	0	0
22	51	336	67	0	45	246
24	64	207	58	68	1	74
0	43	9	5	0	0	132
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	0	0	0	0	0	0
0	0	0	0	0	0	0
1	24	107	8	0	0	106
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	0	0	36	59	36	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
119	380	345	503	317	221	439
50	63	94	197	68	45	161
92	341	252	533	89	37	278
0	99	0	5	44	0	0
3	8	11	0	4	0	0
2	0	12	0	0	0	0
0	0	73	0	44	0	0
7	0	0	0	0	0	55
0	0	0	0	0	0	0
0	0	0	58	1	0	1
10	0	5	0	0	0	0
271	1241	1773	974	626	464	1558
3	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
7	0	0	0	0	0	0
0	0	0	1	4	0	7
0	0	0	0	0	0	0
28	0	0	0	0	43	0
70	204	323	36	89	52	25
17	0	0	0	46	1	0
0	0	0	0	0	11	0
9	44	0	0	0	0	0
14	0	170	105	6	35	56
0	0	0	0	0	0	0
0	0	0	0	0	0	0
11	0	0	29	0	0	0
17	51	47	57	64	73	59
111	387	400	460	465	266	294
0	0	0	0	0	1	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
