0	65	10	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
154	141	111	481	12
0	0	0	0	0
0	0	0	0	0
383	640	839	787	42
0	0	11	163	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
10	0	11	0	0
0	0	0	11	0
0	0	0	0	0
0	0	0	0	0
48	1	0	54	0
0	0	0	0	0
557	2	359	233	865
63	51	204	63	146
34	385	116	220	143
531	189	1604	259	344
0	0	0	0	0
183	404	102	90	569
0	0	0	0	0
95	298	698	860	1
6	855	59	68	0
13	0	7	16	11
58	20	141	29	165
330	625	598	136	2
0	0	198	0	1
112	93	512	142	579
0	0	0	0	0
0	0	0	0	0
0	0	0	2	0
0	0	1	132	0
0	0	0	0	0
4	16	4	13	0
0	0	0	0	0
0	0	57	0	0
0	0	0	2	0
0	0	0	0	0
0	141	0	0	0
39	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	55	0	3
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
117	0	91	0	713
0	0	0	0	0
0	0	75	0	1
0	130	0	56	0
86	20	215	251	32
47	0	307	0	0
57	115	219	11	0
0	0	0	2	0
0	5	0	186	0
0	17	0	4	0
0	0	0	0	0
0	0	0	0	0
0	0	15	0	7
21	344	0	472	0
0	0	0	0	0
977	2	185	145	2
2	203	187	6	0
0	0	0	0	0
2	0	0	1	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
121	452	773	457	300
48	232	0	156	1
546	788	1197	355	891
85	673	608	511	989
364	777	561	189	265
111	27	170	411	116
0	0	0	0	0
439	0	1093	0	541
0	0	0	0	0
0	0	0	7	0
0	0	0	0	0
0	0	1	3	0
255	0	214	3	165
332	12	493	656	126
179	35	231	203	1
130	250	82	400	100
5	0	212	77	652
0	0	0	0	0
0	0	0	0	0
50	1	104	0	17
48	0	70	65	0
0	458	0	41	0
0	0	0	0	0
0	0	0	0	0
56	0	229	2	0
83	1	559	0	34
99	161	174	138	122
40	0	171	0	661
24	0	228	0	0
202	1090	633	8	1
94	2016	72	49	0
3	0	0	4	0
104	438	279	419	742
0	0	69	0	0
7	0	0	0	0
0	0	1	0	1
37	0	1	237	0
89	365	214	9	284
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
23	116	19	234	0
0	0	0	0	0
278	0	150	704	780
499	480	652	590	658
0	0	0	0	0
0	0	0	49	0
0	0	51	0	0
107	213	648	5	2
731	2625	3031	2013	1804
226	248	584	0	0
0	0	0	0	0
0	0	12	115	59
0	0	0	9	0
0	0	0	230	0
62	89	443	533	0
0	0	0	0	0
603	369	845	317	676
90	154	378	8	14
667	53	266	227	1
4	213	2	44	1
0	0	0	0	0
0	0	1	5	0
104	413	152	369	273
0	0	0	0	0
586	398	909	113	1266
3008	3004	3742	1555	6518
1	253	391	770	142
0	0	0	0	0
3	82	364	0	0
0	0	56	97	0
0	0	0	0	0
0	0	0	0	0
0	2	5	577	1
131	0	178	66	42
0	208	0	4	73
946	0	1388	1	2363
0	0	0	0	0
0	2	0	0	0
36	0	0	0	0
0	0	0	0	0
23	325	141	406	103
0	0	0	0	0
99	4	220	0	0
3	0	1	0	0
0	0	0	0	0
698	1977	918	412	2079
0	0	2	0	0
153	9	442	405	437
186	145	204	0	357
246	233	244	243	21
0	0	0	0	0
0	243	0	2	0
0	0	0	0	0
90	1171	234	250	765
0	0	0	5	0
3	0	0	0	0
0	0	0	0	0
258	71	335	109	95
68	78	90	167	116
89	0	0	0	1
271	229	743	44	80
0	0	0	0	0
11	0	21	0	0
5	261	21	264	140
393	568	938	358	1622
44	1	0	5	149
173	0	60	0	0
3	0	0	0	0
0	0	0	120	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	221	0	3	0
0	0	142	0	0
0	0	0	0	0
0	3	0	0	0
66	0	185	173	0
0	197	0	0	0
2195	918	1720	861	3121
294	291	200	57	792
2	0	0	0	0
11	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	3	0	0
0	0	0	0	0
426	65	374	2	505
0	0	0	0	0
1	0	1	0	0
0	0	0	0	1
35383	10332	48359	10956	23441
0	0	1	0	0
0	0	0	1	0
6604	6065	8187	3971	5337
0	1	0	2	1
10	39	121	0	0
0	0	0	0	0
543	2	375	357	704
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
2	3	3	1284	1
0	0	0	0	0
130	8	983	72	247
0	0	0	0	0
0	0	0	0	0
0	14	0	0	0
61	36	43	93	41
405	0	697	910	534
436	361	416	311	743
31	127	0	0	0
234	483	300	292	60
873	14	1605	488	1030
54	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
190	217	50	41	9
337	1	553	503	323
442	1	266	596	471
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
121	247	297	0	468
3	418	0	273	114
0	0	0	0	0
89	2	1	2	0
4	611	401	165	2
0	0	0	0	0
0	0	0	0	0
0	0	3	0	0
0	0	0	0	0
21	0	32	45	31
24	0	16	0	0
333	1065	112	383	3
2	0	0	0	0
0	0	0	0	0
298	125	113	48	466
166	216	156	1379	1320
0	0	0	0	0
0	1	0	7	12
58	0	231	21	19
140	230	508	335	659
35	0	19	70	0
22	0	0	43	1
0	0	3	0	0
0	0	0	0	0
5	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	249	17	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	63	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
716	0	588	544	2203
0	0	0	0	0
2	0	23	0	0
0	0	0	0	0
15	0	35	0	0
0	0	0	0	0
0	0	0	0	1
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	1	0	2
0	0	0	0	0
0	0	371	0	0
0	0	0	0	0
0	0	21	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	63	0	0	0
0	0	0	0	0
0	0	0	13	0
0	0	0	0	0
