0	6	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0
894	1053	17	208	2212	2142	28	1702
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
449	607	7	87	992	753	7	682
63	63	0	11	146	97	4	278
2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	2	0	0	1	11	0	0
0	33	0	0	38	9	0	18
0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0
22	62	0	0	98	87	2	2
63	7	0	0	44	2	0	15
183	316	6	19	245	317	6	579
353	143	0	94	345	382	3	370
151	178	0	110	217	199	3	204
1314	1551	33	657	2171	3646	37	2274
0	0	0	0	0	0	0	0
247	264	1	66	597	762	4	304
0	0	0	0	0	0	0	0
439	474	3	211	574	526	4	597
108	154	0	149	264	350	1	379
0	8	0	4	23	13	0	10
50	87	0	32	208	256	3	82
203	271	4	103	412	781	2	289
137	147	6	0	155	133	1	165
723	671	29	175	1059	1245	3	805
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
3	13	0	179	0	0	0	6
0	0	0	0	0	0	0	0
4	22	0	7	17	31	0	31
0	0	0	0	0	0	0	0
42	128	0	22	51	67	0	15
0	8	0	6	0	3	0	22
0	8	0	0	0	0	0	0
27	0	0	0	1	0	0	61
4	15	0	0	32	0	0	0
0	0	0	3	33	0	0	0
0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0
0	0	0	0	0	0	0	0
108	162	0	16	165	498	0	195
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
442	423	10	66	701	704	8	611
115	130	10	24	168	102	3	387
538	532	29	93	1175	914	12	1091
0	0	0	0	0	0	0	0
15	1	0	0	77	6	0	0
58	51	0	0	43	61	7	104
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
60	113	0	5	220	136	0	104
0	2	0	0	44	0	0	9
0	0	0	0	0	0	0	1
311	153	13	61	407	460	9	399
227	199	1	85	248	187	9	187
0	0	0	0	18	0	0	0
0	0	0	0	0	0	0	51
0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
53	13	0	0	10	24	0	25
0	0	0	0	0	0	0	0
351	534	2	114	915	523	5	402
83	42	0	56	123	4	1	155
460	515	8	248	931	936	26	821
1063	999	10	134	1561	2236	37	1277
621	811	10	169	907	1365	21	951
389	219	1	81	398	810	7	421
0	0	0	0	0	0	0	0
1161	527	0	0	408	629	14	829
0	0	0	0	0	36	0	0
0	0	0	0	0	19	0	0
0	0	0	0	5	0	0	0
0	0	0	0	2	1	0	0
155	231	0	19	189	281	2	223
94	110	0	98	325	196	1	167
414	499	6	66	654	655	4	521
97	173	0	71	74	200	1	145
208	106	4	33	86	134	1	109
0	0	0	0	0	30	0	0
0	0	0	0	0	0	0	0
14	105	0	10	88	105	2	120
0	4	0	0	0	55	0	0
170	73	0	70	114	81	1	192
0	0	0	0	0	0	0	0
6	6	0	0	10	19	1	11
173	213	0	34	203	210	0	189
49	160	3	97	343	622	8	274
166	164	2	45	314	306	3	149
145	108	3	50	205	281	4	315
63	186	0	0	168	438	4	213
172	330	7	31	389	108	2	300
99	69	4	10	153	116	1	182
0	4	0	3	0	0	1	2
519	319	3	120	578	713	9	262
37	88	0	0	167	7	0	137
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
54	70	0	15	135	322	0	293
83	201	6	100	147	152	8	104
8	106	0	0	143	15	6	113
0	0	0	0	0	0	0	27
15	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
141	124	0	50	306	183	7	144
0	0	0	0	0	0	0	0
295	391	3	291	730	650	4	424
566	731	12	173	1089	1144	27	932
0	14	0	0	0	23	0	0
88	99	4	14	19	181	0	66
0	9	0	1	12	9	0	6
322	241	0	135	635	341	11	415
649	790	5	130	980	1618	15	965
499	382	8	66	987	799	24	499
0	0	0	0	0	0	0	0
49	9	0	19	112	86	0	43
0	2	0	0	0	7	0	8
154	146	1	54	235	297	0	201
46	48	4	42	266	181	5	126
0	0	0	0	0	0	0	0
112	277	8	69	236	592	6	243
226	162	1	105	229	348	5	231
112	102	4	3	170	104	3	241
132	115	0	30	102	358	1	99
0	0	0	0	0	0	0	7
5	3	0	0	5	5	0	0
185	130	1	33	311	327	12	156
39	25	0	3	14	2	0	0
279	202	10	42	469	532	3	385
701	989	5	73	1736	1768	14	827
92	176	5	81	286	579	9	218
0	0	0	0	0	0	0	0
28	19	0	47	75	363	0	124
181	125	0	25	268	308	1	133
11	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
249	135	0	32	122	412	5	30
18	135	0	12	131	204	0	115
463	568	36	8	1317	1335	33	1499
0	0	0	0	0	0	0	0
8	15	0	15	67	42	0	37
173	21	0	0	277	119	6	72
0	31	0	0	0	32	0	2
438	389	1	73	1068	1282	18	512
0	0	0	0	0	0	0	0
124	45	3	0	42	2	0	67
7	6	0	0	18	13	0	0
0	0	0	0	0	0	0	0
1215	1264	0	51	1470	2289	36	1658
0	0	0	0	0	2	0	0
276	282	4	105	686	605	11	508
