0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23	18	223	80	271	19	26	34	109	139	144	70	21	3	1	352	0	580	317	42	603	190	511
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	23	284	210	218	4	74	90	87	113	136	175	304	4	92	493	9	1	344	298	526	249	640
180	149	1472	958	961	23	44	167	377	577	870	752	1415	0	452	1921	16	436	1611	585	2837	615	2753
0	0	63	0	0	0	0	0	4	7	2	2	0	1	0	1	2	0	27	1	11	5	45
0	0	54	5	81	0	0	37	8	9	7	5	0	0	0	94	0	0	87	38	148	19	109
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
25	20	348	122	400	22	19	40	98	148	172	168	3	5	107	320	8	221	503	174	637	208	697
101	65	806	290	164	9	52	260	214	311	390	293	104	0	282	1186	2	481	1137	880	1210	512	1528
64	56	453	480	788	23	307	86	207	382	602	335	439	15	316	696	9	712	852	375	990	466	1768
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0
2	3	12	4	17	0	0	1	11	8	4	0	2	0	87	0	0	0	3	3	101	4	136
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0
43	18	212	87	0	1	7	6	40	90	106	114	0	0	61	159	7	422	295	127	200	116	685
27	18	253	79	1	0	1	58	59	106	74	30	252	1	298	282	6	592	249	0	85	71	525
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	0	1	6	5	14	1
54	54	408	285	365	2	20	95	105	196	138	366	0	4	55	675	12	164	575	236	884	491	1047
0	0	3	0	0	0	8	0	4	10	10	0	0	4	0	5	2	16	28	10	8	9	28
6	10	74	69	252	0	5	128	26	53	59	75	0	3	5	94	10	66	193	19	279	65	495
5	19	252	46	130	3	31	7	54	98	111	23	224	0	51	427	7	271	157	8	156	150	275
0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
0	0	0	0	18	0	0	0	0	0	1	0	0	0	9	0	0	0	11	2	0	0	1
21	17	199	141	48	2	64	104	44	82	118	38	350	0	12	121	1	78	217	73	152	65	314
3	0	17	9	25	0	0	0	3	16	15	0	0	2	10	106	0	0	5	0	63	5	46
80	29	565	385	267	1	4	131	138	198	283	202	327	0	146	823	6	300	565	286	899	328	1677
263	105	1582	1108	1030	9	407	290	500	685	1222	955	1263	6	532	2385	10	1098	1370	978	3521	963	4080
17	10	121	102	128	0	23	12	59	107	98	165	140	2	0	245	6	21	263	149	265	263	509
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	1	0	2	0	2	6	0
21	9	14	137	236	1	2	2	22	36	56	4	33	1	15	143	0	0	199	1	20	43	160
15	13	86	42	115	7	95	1	16	50	58	27	0	2	27	214	6	0	99	64	136	138	218
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
17	6	224	100	135	1	1	41	79	125	179	202	137	0	342	249	2	589	331	107	204	110	393
0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	12	0	0	4	0	14	0	10
8	1	2	64	5	1	0	1	10	7	28	11	0	0	0	1	0	228	11	44	156	14	136
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	18	7	0	1	0	0	8	14	4	0	0	0	0	17	0	0	28	1	52	101	21
13	3	200	115	184	0	175	45	75	125	135	101	59	0	61	218	1	613	208	49	831	303	774
0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
82	48	334	294	502	4	407	116	207	310	384	207	66	3	171	1109	11	710	567	353	976	364	1796
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	171	31	93	0	1	0	22	55	86	16	0	0	57	27	0	0	44	22	278	31	358
0	0	0	13	0	0	3	2	10	12	29	6	0	5	0	19	0	0	34	2	17	14	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	140	773	804	627	30	77	254	345	560	1037	406	290	34	994	1799	53	744	1372	868	1963	1029	2829
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	11
69	52	368	205	182	2	1	124	51	87	140	182	662	1	93	260	3	204	338	87	467	162	667
66	26	707	154	221	2	21	151	93	133	182	333	199	1	24	288	6	11	578	198	643	254	1013
54	37	273	199	359	5	17	103	144	178	201	157	29	31	229	987	12	0	906	358	1062	262	847
0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	9	0	9	3	9
0	0	0	0	0	0	0	1	9	4	11	12	0	0	0	3	0	0	68	0	4	7	75
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	22	138	89	317	0	2	46	35	60	110	85	6	3	44	49	6	2	205	59	495	49	340
12	3	33	5	0	3	0	1	8	12	14	10	0	0	0	28	1	0	63	0	86	7	47
6	6	35	48	1	1	0	0	13	11	0	14	0	0	0	65	0	0	18	77	0	43	116
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	55	604	335	581	7	58	148	168	267	427	268	435	5	266	773	21	653	475	370	1216	318	1255
8	13	89	52	1	0	0	19	17	41	94	89	0	0	38	53	6	0	79	10	169	18	56
10	5	16	27	1	0	1	15	20	15	17	47	0	7	0	150	1	0	81	12	131	28	80
34	39	308	244	178	4	9	42	71	174	154	152	248	0	174	456	6	343	522	491	788	439	717
0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	34	60	0	3	178	0	20	19	76	11	0	0	147	123	2	228	74	0	72	0	244
18	3	24	41	132	0	0	46	29	44	37	35	74	0	13	140	0	1	100	95	299	85	156
187	113	1245	883	327	25	247	257	316	502	552	693	1271	2	291	2227	30	1242	1583	692	1824	701	2555
7	6	89	7	300	0	2	1	26	51	53	56	184	0	0	10	0	184	183	2	91	161	330
4	7	0	84	3	1	1	0	31	36	43	50	0	0	93	21	3	221	223	41	490	0	199
8	4	26	53	211	0	27	2	17	17	16	0	0	3	80	79	7	0	142	32	223	56	58
6	2	199	28	0	0	2	0	17	40	27	11	45	0	12	31	0	0	125	2	39	77	61
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
0	0	25	0	0	0	0	0	1	9	9	12	0	0	0	0	2	162	0	0	41	0	36
0	0	7	6	9	0	0	0	2	1	1	0	0	0	12	0	0	0	0	0	2	10	0
0	0	1	0	0	0	0	0	3	0	0	18	0	0	0	0	0	0	0	0	0	7	69
0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	28	4
5	0	27	32	0	0	0	0	13	11	16	0	0	0	0	14	0	5	4	0	1	51	18
0	9	0	0	0	0	0	0	8	26	35	33	0	2	0	26	4	0	2	5	79	29	10
42	40	768	249	287	18	239	117	132	283	332	232	259	4	274	714	24	155	1099	368	1600	729	1824
4	6	119	124	39	0	34	0	25	34	60	28	0	2	1	159	0	36	61	21	41	7	205
0	0	0	2	0	0	19	0	0	0	0	0	0	2	0	6	0	0	0	2	0	9	2
1	0	7	3	1	0	0	39	16	24	27	53	76	1	0	77	1	4	56	0	2	56	88
0	0	0	3	14	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	52	0	0	24	0	2	0	30	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	6	3
6	3	4	43	2	0	242	11	28	43	62	37	0	0	111	29	3	0	151	3	175	109	146
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0
1	0	1	3	0	0	0	0	1	2	0	1	1	20	0	58	5	6	64	35	48	53	83
0	0	0	0	113	0	0	0	0	1	0	0	0	16	0	46	12	0	32	20	36	48	28
3405	2447	29500	17334	15724	483	6465	6627	8663	14509	17624	14607	15741	130	12408	35478	319	24303	36548	12823	55881	12190	61721
0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	93	19	0	75	78	84	132	99
23	33	80	90	427	0	208	34	31	89	182	124	0	13	52	242	13	231	490	143	466	100	834
663	665	4300	3942	3766	118	1455	1013	2164	3974	6006	6339	3593	100	1795	7442	144	3817	10017	2482	18189	3636	15496
1	0	0	1	1	0	0	0	0	0	3	0	0	7	0	19	2	0	11	14	15	10	15
2	0	0	4	0	0	1	0	3	9	1	0	0	35	0	125	24	1	100	72	79	166	96
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	109	1011	478	327	4	325	193	149	351	465	440	536	36	123	931	34	372	806	209	1822	620	1533
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	51	534	359	267	3	186	135	126	332	344	243	586	13	544	764	12	871	804	269	1350	645	925
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	62	31	0	0	0	1	6	0	19	0	0	1	0	3	0	0	9	78	0	52	52
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	11	8	85	6	5
51	36	539	328	329	5	427	190	206	370	362	236	54	39	571	1111	16	487	817	226	1112	731	1667
25	14	143	123	43	1	291	115	62	58	43	47	96	7	0	219	15	0	152	148	248	206	445
94	124	664	703	359	8	112	126	247	446	470	293	67	7	567	1564	3	490	1190	1039	1138	348	1459
0	8	41	8	0	0	3	0	11	27	19	19	0	5	5	84	7	0	29	9	5	30	85
49	51	468	259	595	7	62	87	81	100	148	156	21	2	50	457	5	131	414	206	551	298	568
119	120	965	694	318	8	107	253	206	309	388	312	463	19	51	1536	54	313	795	370	1548	628	2038
3	0	0	12	0	0	0	0	1	15	9	0	0	0	0	77	0	0	9	16	0	3	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	10	59	2	100	0	0	2	9	34	30	28	0	1	70	0	3	253	83	4	235	23	255
114	89	621	512	399	0	8	120	140	226	331	244	381	1	75	952	8	280	785	641	981	403	1080
35	22	328	44	188	18	3	30	65	84	195	218	372	7	0	346	6	578	510	254	330	132	622
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	13	96	0	0	0	2	10	4	3	139	0	43	98	2	0	37	0	57	7	4
1	6	102	49	13	0	99	38	12	59	22	47	0	0	0	117	2	173	119	4	151	135	100
2	2	37	27	0	0	0	0	11	25	18	24	0	3	0	0	0	0	23	2	31	45	43
0	0	74	0	108	0	0	0	1	1	2	0	0	0	0	0	0	0	22	66	0	1	0
18	6	116	88	2	1	0	0	26	52	71	44	0	0	43	58	0	0	185	9	140	83	299
33	36	368	153	296	19	142	19	67	153	240	184	58	1	9	229	10	584	401	457	761	277	837
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
0	0	13	4	21	0	10	0	4	7	9	5	0	0	21	32	2	11	17	12	51	5	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	12	183	139	67	0	44	10	60	73	120	89	75	0	40	89	5	0	242	95	137	167	351
0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	6	0	1	1	38
8	6	83	40	0	1	76	24	20	32	61	63	0	0	111	1	3	20	22	108	54	1	90
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14	6	2	73	18	0	22	5	15	29	40	26	395	1	16	104	0	0	108	93	129	9	188
52	38	441	229	138	7	355	141	151	280	341	268	266	3	257	303	4	156	589	119	1425	562	1836
0	0	0	1	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3
20	11	182	154	173	16	89	82	97	120	163	72	82	0	75	174	1	390	332	47	347	242	693
47	21	384	162	556	3	126	27	144	210	296	166	66	3	147	196	2	12	539	93	874	238	843
0	6	0	25	0	0	0	0	14	20	38	22	0	0	0	14	0	0	53	60	63	10	49
0	5	0	0	0	0	0	0	26	13	39	39	0	2	0	7	0	0	29	24	189	15	174
9	4	41	15	0	2	2	25	6	7	11	21	1	0	0	0	0	0	15	30	5	14	24
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	23	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	3	0	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	43	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	8
0	0	4	15	0	0	0	0	2	10	11	0	0	0	0	78	0	0	35	71	96	3	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	17	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	7	0	11	0	0	0	4	12	94	0	0	0	81	32	0	0	16	0	0	0	96
50	38	630	340	310	5	105	126	198	320	356	296	490	0	126	782	7	40	591	426	1797	359	1793
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	16	57	28	0	3	6	0	30	42	153	46	271	0	1	11	3	44	324	99	201	68	412
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	6	0
0	0	0	0	0	0	0	0	1	5	15	0	0	0	0	0	0	0	0	0	30	0	0
0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	24	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
