0	22	0	0	0	24	13	28	9	49	22	0	35	16	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	4	4	30	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
0	3	0	0	231	46	68	0	1	149	0	118	94	50	0	0	0	29	2	0	6	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	19	269	150	290	471	387	299	201	381	316	338	231	302	59	0	137	35	28	1	5	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	303	36	163	209	242	157	295	148	185	114	324	349	61	0	62	43	89	1	1	1
0	0	374	87	296	317	73	274	164	113	108	295	96	211	0	5	148	142	62	0	0	73
0	0	0	0	0	0	0	0	23	0	8	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	4	7	0	1	11	13	7	6	45	21	0	0	1	9	0	0	0	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	268	8	159	166	138	30	64	92	75	112	29	79	0	0	22	4	0	0	7	0
3	0	251	1	134	92	73	59	83	73	91	0	17	67	0	1	28	1	4	0	0	0
13	52	650	539	1815	1233	1606	1217	1059	437	955	1013	1280	1799	97	79	307	51	332	1	16	28
61	7	800	321	1164	1238	766	530	541	752	499	757	579	1520	65	41	304	72	477	15	2	154
0	0	283	41	192	54	72	47	44	6	59	45	1	31	0	0	36	0	3	0	0	0
1212	274	2723	2433	4005	6759	7282	4315	4923	4632	3887	5046	5974	7274	22	367	1176	925	1216	34	64	154
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	1	42	147	848	940	600	538	625	546	459	860	555	989	53	17	54	242	142	4	2	0
0	0	0	4	8	3	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
