0	0	0	0	0	112	0	0	0	61
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	28	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	33	0	0	0	0
492	219	657	107	65	1347	39	45	375	1174
0	0	15	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
633	183	1035	0	1	1062	65	32	1940	667
5	0	0	0	0	44	9	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	25	0	0	0	129	15	0	1	0
0	0	0	0	0	103	0	0	0	0
154	36	925	1	65	975	30	10	371	381
140	145	367	69	0	247	20	98	69	75
103	175	897	96	0	402	12	219	248	328
2314	823	5879	2464	627	2984	258	618	1576	3452
0	0	0	0	0	0	0	0	0	0
562	137	1529	646	1	2547	32	0	1463	1071
0	0	0	0	1	0	0	1	0	0
62	101	771	57	0	397	25	0	296	336
114	14	921	195	0	303	42	19	152	373
4	8	38	0	2	8	2	0	1	45
37	15	167	1	18	75	11	145	20	57
114	47	430	78	172	635	12	379	424	368
17	0	464	0	87	308	7	179	267	29
491	439	3064	681	548	2704	91	823	689	1494
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	55	0	0	0	0	0	0	0	13
7	9	27	0	0	0	1	66	46	14
0	0	0	0	0	0	0	0	0	0
45	3	24	0	0	86	4	58	59	45
0	0	9	0	0	25	0	0	0	0
41	0	185	0	0	0	6	0	0	0
25	30	56	1	0	25	1	12	94	240
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	52	0	0	0	0
0	0	0	0	0	0	0	181	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
113	67	2	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	23	0	0	0	0	0	263	0	0
119	0	106	132	0	279	13	0	94	6
0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
453	104	724	634	59	169	74	71	475	262
12	0	621	1	125	245	26	619	478	205
208	250	580	0	142	613	27	0	229	334
80	0	0	0	0	0	0	7	0	0
0	0	0	0	0	0	0	0	97	0
0	0	0	0	0	51	0	0	0	122
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0
0	0	0	90	53	48	0	53	0	33
0	0	61	0	0	0	5	0	0	79
0	0	0	0	0	0	0	0	0	0
118	52	710	0	6	608	19	0	183	295
293	197	1362	0	44	2371	34	165	73	496
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	15	0	0	0	0	0	1	38
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0
0	0	7	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0
117	10	204	114	2	523	8	79	334	97
206	188	86	0	1	241	26	0	0	0
89	66	887	84	82	816	21	161	456	345
256	417	511	285	251	3691	112	803	838	914
2164	665	3447	994	518	3454	138	950	2935	2196
543	440	2478	729	145	1459	41	750	1268	835
0	0	0	0	0	0	0	0	0	0
89	0	176	0	0	204	7	0	0	5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
103	42	668	0	130	227	27	455	156	191
313	226	1406	557	0	1800	34	1	886	1077
183	0	211	1	0	434	30	68	0	1
52	1	91	51	59	219	14	97	0	24
34	0	150	0	0	0	7	63	0	17
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	45	0	72	1	7	0	4	180
46	0	231	1	0	0	0	0	0	96
128	0	430	0	0	4	0	0	252	152
0	0	12	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0
0	9	82	0	0	14	2	0	50	0
14	24	13	0	51	119	3	1	0	96
86	124	535	40	138	675	17	174	129	213
205	41	758	155	79	439	105	225	953	543
0	0	0	0	0	411	0	0	0	0
29	0	577	0	0	146	11	0	121	144
40	98	0	0	0	0	9	1	0	182
0	0	0	0	0	0	1	0	0	0
291	84	576	1	54	814	65	3	326	281
20	0	203	0	0	0	1	0	266	71
0	0	0	0	0	0	0	0	0	8
0	0	0	0	0	0	0	0	0	0
64	0	219	0	0	175	2	0	0	104
150	11	1121	0	0	301	27	9	322	147
0	1	197	0	63	0	0	0	0	53
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
31	0	188	0	0	91	0	0	0	176
0	0	0	0	0	0	0	0	0	0
165	154	470	136	74	724	31	483	425	524
1493	1266	5220	2140	816	4548	147	1388	1421	3324
0	0	74	0	0	123	0	0	0	0
153	57	214	0	0	138	0	150	0	0
