0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	11	55	1	24	151	77	554	217	46	154	18	1425	328	451	128	67	161
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	266	83	396	505	16	445	188	524	222	123	599	79	414	457	362	135	541	696
0	0	0	0	0	0	0	65	0	0	41	0	0	0	0	118	77	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	34
0	0	0	0	328	0	1	0	0	0	0	49	0	57	78	14	37	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	31	0	75	0	0	0	15	0	0	1	68	0	0	45	0
0	0	0	0	0	0	86	0	0	0	0	0	0	43	36	9	16	0	0
89	1	73	763	435	13	111	63	565	17	288	232	40	340	43	265	140	304	137
106	64	72	137	358	0	120	11	261	15	185	75	54	565	84	133	16	271	397
185	78	323	170	11	0	113	25	104	6	184	186	73	271	352	388	231	225	544
698	1384	1463	2944	2664	73	2420	323	2448	169	1534	538	595	5794	1901	3934	1139	1899	2703
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	1	650	1	0	9	62	255	1	523	333	0	395	557	656	412	526	171
0	0	0	1	0	0	8	0	0	0	20	0	0	0	0	0	0	0	15
33	202	245	664	1425	25	336	56	650	45	267	226	364	508	191	483	109	161	62
