0	0	0	0	10	131	0	0	137	0	1	0	0
0	0	0	14	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	16	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
518	17	209	89	8	399	1658	217	93	520	322	458	85
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
315	9	102	309	65	721	3033	193	0	973	269	610	1059
13	1	0	103	60	0	1050	290	1	501	1	0	907
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	20	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	44	0	0	0	0	0	0	0	208	0
0	0	1	0	0	0	4	0	0	0	0	0	0
71	0	146	285	19	99	1045	137	251	1	233	357	0
212	7	29	190	12	11	1588	41	43	269	263	210	318
0	0	86	86	30	14	883	94	0	488	0	111	196
683	27	984	2258	352	507	11416	1361	1065	3367	1258	2592	4515
0	0	0	0	0	0	0	0	0	0	0	0	0
91	8	68	222	132	131	888	47	541	75	574	423	694
0	0	0	0	0	0	0	0	0	0	0	0	0
487	9	393	575	145	425	1463	196	38	2000	1366	578	1104
84	3	385	7	60	718	1487	366	7	825	892	136	8
0	0	3	14	1	4	31	9	0	58	0	7	0
1	0	16	49	38	88	393	94	1	0	38	172	115
4	1	67	276	27	48	509	19	9	540	126	123	30
41	1	99	12	26	147	1	12	21	1800	154	209	324
259	6	218	924	131	378	4396	352	260	773	71	410	0
0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	18	0	10	0	0	16	0	0	1	0	0
1	1	129	33	25	128	193	85	40	861	126	0	859
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	3	0	5	0	156	0	0	0	0	23	2
0	2	0	0	0	0	0	0	0	0	0	0	0
22	0	0	6	0	0	543	48	0	0	20	0	0
0	0	0	0	0	0	0	0	0	0	1	0	77
0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	29	0	0	0	0	0	0	1093	407	79	0
0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	1	0	0	0	0	0	125	0	1
0	0	0	0	0	0	0	0	0	15	0	0	0
0	1	0	0	13	0	0	51	0	2	198	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
27	1	3	43	10	11	31	13	7	58	0	96	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	0	0
0	0	0	0	18	0	0	2	0	0	0	0	180
234	8	39	1	22	8	1882	185	133	0	454	558	654
0	1	108	1	62	267	639	57	7	1	4	2	507
0	16	188	288	74	159	674	564	416	1673	507	95	1007
0	0	0	0	0	0	0	63	0	0	0	0	0
0	0	78	0	22	19	0	8	0	0	7	0	0
74	1	22	69	8	184	0	50	64	0	44	1	681
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	1	1	0	0	1
0	0	50	0	18	0	8	190	1	216	266	0	734
0	0	0	0	0	0	0	0	0	0	0	0	0
148	1	284	158	11	0	280	0	86	45	0	694	0
176	0	97	142	18	223	573	30	1	0	0	440	75
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	97	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
26	1	1	78	15	27	724	0	1	0	57	263	570
44	0	200	159	91	0	1903	0	0	0	212	198	0
87	2	96	155	28	120	1353	37	78	585	43	245	47
534	34	221	1441	159	319	2628	556	274	2876	428	908	1544
463	3	97	914	30	200	2679	169	220	1239	0	542	785
12	8	149	673	82	1092	2256	212	374	2	239	261	115
0	0	0	0	0	0	0	0	0	0	0	0	0
659	2	0	905	17	0	3331	58	139	1	11	611	0
0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0	1	0	0
78	0	79	43	12	89	241	26	28	761	0	0	0
172	1	0	274	64	0	1931	96	1	1476	0	226	607
944	21	118	1	61	112	2142	247	83	501	270	222	1
0	5	68	45	29	114	160	52	173	1010	14	97	164
13	1	30	1	7	50	9	9	3	0	14	102	227
0	0	0	0	0	52	0	0	0	437	0	61	0
0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	149	0	0	545	29	1	1	0	0	0
0	1	4	142	4	139	630	127	0	0	36	0	1
0	7	186	27	112	52	147	118	0	0	42	34	991
0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	1	0	0	6	0
52	0	47	25	4	3	177	62	83	96	103	98	0
105	0	19	140	1	80	1009	77	55	192	0	145	0
20	1	77	59	27	49	542	17	41	70	87	322	261
3	0	49	146	17	0	298	28	0	894	3	83	631
38	0	0	4	0	0	931	0	0	0	2	47	0
163	2	58	269	49	72	2101	5	67	0	0	197	937
28	3	11	1	10	0	29	0	0	0	0	267	0
0	1	0	0	0	0	58	0	0	0	0	1	0
60	5	82	10	129	147	980	102	60	698	140	168	445
8	0	109	22	15	36	391	128	1	278	1	25	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0	0
10	0	109	95	87	54	0	144	0	1671	0	6	188
220	3	217	122	30	78	543	80	95	2437	76	105	354
1	1	70	0	0	0	0	0	0	0	0	0	452
0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	32	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	62
218	6	158	1080	147	176	1170	102	0	2891	108	329	150
0	0	0	0	0	0	0	0	0	0	0	0	0
74	0	96	243	20	48	1343	115	4	452	4	140	120
140	11	364	497	246	224	4849	468	169	2892	1316	939	1688
0	1	0	0	2	0	0	0	0	0	1	0	0
21	1	1	40	1	64	0	221	0	1	247	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
156	8	108	26	71	662	2010	309	3	1799	26	168	0
211	14	922	729	197	962	7010	637	508	2874	635	1239	2111
246	0	191	500	4	10	4075	32	216	1221	478	439	956
4	0	0	1	0	0	0	0	0	1	42	0	286
0	0	0	113	24	0	159	0	0	0	0	152	0
0	0	8	0	0	7	0	0	0	0	0	0	0
0	0	51	178	42	248	1012	76	0	18	259	243	0
57	3	198	465	143	193	215	209	175	859	524	0	59
0	0	3	0	0	0	0	46	0	0	0	0	0
12	1	127	179	25	287	388	63	22	577	191	38	0
70	6	105	1	9	388	263	141	660	858	48	146	0
24	1	18	25	7	0	1426	34	30	0	0	262	0
1	6	1	117	11	9	971	100	313	1282	91	142	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0
35	2	31	126	20	34	260	68	103	1202	14	70	110
45	0	0	74	6	0	0	23	11	0	0	2	0
1	0	23	139	18	0	1528	42	0	580	1	58	15
103	18	663	4046	301	265	13729	762	598	1204	42	2865	6250
144	1	14	94	21	86	24	8	80	74	36	144	15
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	148	60	14	0	202	32	2	0	113	0	1
69	0	134	102	15	86	377	91	416	0	150	73	0
0	0	0	0	0	0	0	0	2	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
166	1	119	4	59	185	911	37	4	164	367	98	375
26	0	68	0	0	101	170	54	0	237	75	1	759
15	2	0	333	2	0	2346	4	7	0	1	556	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0	0
20	0	15	225	17	29	2	2	0	0	0	43	0
0	0	0	0	0	0	0	0	0	0	141	0	0
1023	19	173	315	81	196	1563	415	628	1324	939	883	61
0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	314	0	0	3354	0	3	0	0	411	0
0	0	0	0	0	0	267	0	0	0	0	64	0
0	0	0	0	0	0	0	0	0	0	0	0	0
545	20	729	2273	180	115	13277	966	111	463	633	2631	3240
0	0	0	0	0	0	0	0	0	0	0	0	0
80	1	25	97	20	73	699	23	0	157	29	64	1
43	0	149	128	23	37	2084	222	390	1	86	613	329
0	3	685	303	227	285	2147	220	2	1271	252	426	2301
0	0	0	12	0	0	0	0	0	67	0	0	10
0	3	353	0	41	486	0	53	582	177	160	0	577
0	0	0	0	0	0	0	0	0	0	0	0	0
40	3	24	19	32	184	454	117	1	1409	0	65	2
0	0	16	0	0	0	0	0	0	11	0	0	110
0	0	0	39	1	0	275	0	0	0	0	103	0
0	0	0	0	0	0	0	0	0	0	0	0	0
141	1	50	582	3	172	1474	120	140	2005	151	287	438
67	0	86	40	54	0	779	157	0	0	0	16	1050
0	0	45	46	15	0	0	0	0	0	0	0	0
319	2	144	215	11	0	2023	90	11	1190	1	201	4
0	0	0	0	0	0	0	0	0	0	1	0	0
1	0	0	168	0	0	589	0	0	0	0	178	185
0	0	162	3	4	7	1095	73	616	1303	0	110	135
271	7	418	967	160	280	3951	809	392	2187	213	925	2254
0	0	15	134	0	0	524	63	0	0	192	65	209
0	8	53	287	50	0	596	0	0	0	0	27	977
0	0	0	0	12	7	617	18	0	38	0	0	0
0	1	57	0	0	0	1	1	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	19	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	122	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0
5	2	0	2	1	84	6	0	1	1	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
127	5	127	654	188	354	3358	651	29	349	77	352	1359
141	6	49	106	13	58	307	10	44	1231	350	104	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	185	0	0	0	0	14	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0
67	1	85	867	44	82	3344	146	17	3	102	674	798
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	2	5	0	0	1	1	2	1
0	0	0	3	0	1	1	0	0	0	0	0	0
9556	392	8840	42815	7053	15048	193078	13753	12971	47903	9062	36727	34225
0	0	0	3	0	0	5	0	0	0	0	0	0
0	0	0	1	0	0	521	0	1	0	0	0	0
3187	159	6972	7970	3868	10556	42800	4769	4958	35026	4600	4954	24875
0	0	2	1	0	0	1	0	0	1	1	2	2
27	0	46	133	0	97	3085	148	79	0	2	162	0
0	0	0	0	0	0	0	0	0	0	0	0	0
28	1	226	352	30	118	2261	153	13	676	2	235	1059
0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1780	12	184	1857	58	786	7299	129	598	525	105	1644	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	109	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	38	1	4	159	0	0
1200	33	189	676	71	237	2650	644	1078	5754	564	211	369
6	1	59	87	35	72	749	63	0	0	14	137	301
421	4	410	419	209	65	4585	465	694	1502	160	410	932
0	5	0	2	20	0	81	44	0	5	98	23	0
84	1	100	49	57	124	1131	131	45	699	113	173	850
111	3	158	310	106	321	1618	112	532	2424	78	202	976
0	5	39	29	0	0	0	10	1	1	3	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
