0	294	148	199	209
0	3	8	20	12
0	36	23	0	10
0	0	0	0	0
0	0	0	0	0
122	39	1	93	115
0	0	0	0	0
0	0	0	0	9
514	237	132	137	430
0	0	0	0	0
0	0	0	0	0
0	230	67	107	348
582	65	101	67	531
31	0	5	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	8
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	10	0	0	0
386	55	125	130	302
128	158	133	142	174
15	0	117	42	163
40	696	229	385	848
0	0	0	0	0
0	80	125	117	234
0	0	0	0	22
217	57	11	0	20
0	45	64	68	179
0	0	0	1	0
1	41	95	36	34
80	1	24	28	104
0	0	23	11	26
211	144	90	103	138
0	0	4	0	0
0	0	0	0	0
481	19	42	24	144
343	125	106	62	367
79	39	0	55	9
22	2	48	13	60
111	27	1	0	0
0	23	7	0	14
0	29	62	35	116
295	126	2	56	25
480	74	110	201	230
0	51	0	38	31
0	129	14	31	90
0	0	19	0	37
28	0	0	0	1
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
250	57	127	49	370
0	0	0	0	0
0	0	12	38	0
0	30	77	42	201
0	13	31	0	0
103	180	65	154	182
456	0	27	92	136
14	0	34	0	36
0	0	0	0	1
66	0	0	0	0
0	0	0	0	0
0	0	0	19	0
97	101	66	57	295
431	147	68	150	384
1	79	142	37	598
0	0	0	0	0
289	597	360	357	746
356	295	442	345	961
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
20	17	3	8	22
0	0	0	0	0
218	70	52	60	194
967	214	83	239	481
215	31	56	43	216
406	1062	1289	1259	2229
72	1801	1142	871	2103
143	5	25	7	177
0	0	0	0	0
0	0	0	0	0
0	0	14	6	0
0	0	0	0	7
0	29	13	0	193
122	0	2	1	1
0	19	0	0	4
9	35	6	58	56
17	138	154	194	202
0	7	4	1	77
0	0	29	0	49
0	0	16	15	0
0	0	0	0	0
243	103	51	19	2
0	229	12	76	0
440	33	74	248	206
0	46	15	4	0
0	3	3	4	1
1	37	98	186	62
0	0	30	0	0
556	133	86	139	505
268	174	132	241	418
0	0	0	0	0
0	32	45	202	432
0	0	28	0	0
0	0	3	1	15
312	124	22	48	513
86	1	48	2	68
0	5	4	0	29
131	59	87	112	428
739	343	252	275	522
244	269	69	61	207
120	0	0	31	41
100	54	3	23	71
0	0	1	0	0
0	0	0	0	0
606	366	226	146	294
0	0	0	0	0
0	0	0	0	0
1	306	229	258	1360
0	0	8	22	0
650	37	17	231	230
0	0	0	0	0
218	314	12	48	333
