0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	104	4	0	62	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
524	199	287	496	2160	514	746	998	113
0	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0
81	44	120	847	569	141	320	152	42
215	3	26	4	121	44	83	0	6
0	0	0	0	0	0	0	0	0
0	2	0	0	8	0	0	0	0
0	0	0	0	0	0	0	0	0
12	0	0	37	1	0	13	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0
28	0	10	100	106	0	1	63	15
0	0	0	0	4	20	61	0	0
90	64	117	1190	618	148	702	104	67
483	368	78	447	899	70	830	548	31
73	79	71	238	269	237	45	214	21
267	369	125	1145	1162	221	1310	847	170
0	0	0	0	0	0	0	0	0
85	129	65	484	0	278	846	743	70
0	0	0	0	0	0	25	0	0
66	124	112	293	1202	42	807	406	108
206	14	55	112	478	1	163	185	1
2	2	3	8	2	4	10	15	5
69	21	14	48	155	40	20	119	35
73	75	80	513	162	91	691	110	21
0	15	3	0	94	13	0	1	0
139	183	142	1200	729	198	515	466	131
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0
1	0	12	0	0	0	4	0	1
0	0	0	0	0	0	0	0	0
19	3	16	16	73	4	5	22	4
0	2	0	0	0	0	4	0	0
37	3	0	0	0	0	42	15	0
0	0	0	0	0	0	39	14	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	27	0	0	0	0	0	11
18	0	0	14	1	0	12	0	25
0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
206	128	32	232	110	82	102	113	15
0	0	0	0	0	0	0	0	0
0	0	0	87	0	0	0	0	0
0	0	0	0	0	0	1	0	1
136	113	24	272	363	107	43	28	98
37	25	14	149	117	68	76	112	17
112	153	52	366	1263	69	281	607	62
0	0	0	0	0	2	0	1	0
0	0	0	0	0	0	0	0	0
0	9	0	45	79	0	50	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	27	1	0	0	0	0
0	2	4	0	1	1	0	0	0
0	0	0	0	0	0	0	0	0
19	32	73	285	234	122	323	107	0
5	2	18	85	142	0	309	33	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	0	3	0	0	0	20	89	0
0	0	1	0	0	0	0	0	0
85	12	25	276	395	82	272	158	11
1	42	16	0	3	0	409	0	0
247	168	194	570	318	146	641	321	241
404	258	217	1800	1805	410	2158	643	217
177	101	348	1750	1271	291	964	700	203
4	47	20	312	317	55	250	490	121
0	0	0	0	0	0	0	0	0
221	102	91	1393	109	174	876	253	228
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	13	0	0	134	0
0	0	0	1	0	0	1	0	0
0	13	21	57	0	46	18	73	0
20	50	51	316	803	172	349	203	45
281	162	32	934	222	423	610	522	28
62	40	60	229	0	100	42	243	36
1	24	26	26	28	50	89	133	6
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	25	47	10	0	107	88	0
0	3	34	0	186	0	0	132	0
0	14	0	0	0	27	333	0	16
0	0	0	0	0	0	0	0	0
0	1	0	10	0	16	2	6	0
11	7	14	159	12	0	0	0	0
18	68	23	446	21	130	293	64	1
33	46	64	193	81	126	387	79	32
64	184	7	750	250	32	0	203	17
2	5	11	0	857	158	0	81	8
105	17	26	94	150	116	361	101	24
172	0	52	19	397	76	296	232	0
0	2	0	0	0	0	0	0	0
55	58	93	576	276	130	276	212	72
106	32	0	330	255	0	337	50	15
0	0	0	0	0	0	4	14	0
0	7	0	0	14	0	0	0	0
214	6	37	15	112	2	147	46	3
113	35	100	590	263	36	322	218	100
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
58	60	57	78	1	21	51	6	71
0	0	0	0	0	0	0	1	0
196	285	110	807	627	177	647	690	150
267	236	364	884	1278	424	1275	312	131
0	0	0	0	0	0	0	0	2
55	3	47	0	268	9	87	0	32
0	1	0	18	14	0	0	0	0
49	37	33	781	391	84	486	97	29
120	228	386	659	623	152	1152	485	128
259	99	239	1097	719	130	686	190	115
0	25	0	0	0	0	0	0	0
27	43	1	43	55	2	218	0	0
0	0	0	0	0	0	0	0	0
0	15	74	220	42	66	214	45	27
63	7	1	138	33	69	454	584	31
0	0	0	0	0	0	0	0	0
78	77	60	184	188	59	431	60	56
1	55	17	121	455	75	177	317	30
19	16	51	122	117	114	77	19	0
5	4	6	115	303	16	77	62	12
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	57	0
115	38	4	458	221	84	137	131	75
2	0	1	16	0	0	0	23	0
0	105	83	499	103	43	236	105	26
452	237	757	2097	3490	817	3134	1478	562
20	109	44	101	104	2	48	206	21
0	0	0	0	0	0	0	0	0
14	4	27	252	90	0	25	0	17
72	0	11	312	299	46	231	232	30
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
90	85	39	167	32	138	237	329	75
0	18	1	0	0	137	231	0	0
5	49	225	653	622	265	1858	952	90
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
8	6	0	108	41	85	0	0	0
0	0	0	0	0	0	0	0	0
234	145	97	318	1103	76	1022	759	48
0	0	0	0	0	0	0	0	0
20	0	0	188	0	0	241	0	0
0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
461	323	366	1675	1587	258	2862	819	198
0	0	0	0	0	0	0	0	0
60	196	51	283	136	122	383	162	44
9	18	23	50	1	79	467	23	10
57	65	109	500	347	5	926	193	87
0	0	0	0	1	0	12	4	2
0	1	0	17	0	0	0	0	0
0	0	0	0	0	0	0	0	0
62	210	82	580	535	62	551	84	15
0	7	3	0	6	0	23	82	17
0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0
2	116	24	1229	872	292	982	1775	68
0	83	43	134	571	108	28	1	57
17	1	19	0	0	0	0	78	0
181	134	155	676	70	197	489	202	23
0	0	0	0	0	0	0	0	0
0	15	1	0	199	141	195	0	1
0	47	6	179	8	61	15	0	21
542	497	348	2152	1951	564	1788	1266	289
53	0	14	0	93	0	0	0	7
1	32	0	0	182	0	117	241	18
0	0	0	56	63	0	127	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	72	0	0	0	0	0
0	0	0	0	0	0	0	2	0
0	0	0	0	124	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	19	0	17	0	0	0	0	0
0	25	21	441	0	0	0	0	0
0	24	0	0	0	1	0	0	0
667	461	335	766	867	294	1989	826	526
66	57	65	275	140	123	657	111	53
0	0	0	0	0	0	0	0	0
31	1	0	0	1	0	0	106	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	17
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0
264	60	28	752	2048	181	648	133	144
0	0	0	0	0	0	0	0	0
2	0	0	2	2	1	5	2	0
0	0	0	0	1	1	0	0	0
17368	11061	15571	61364	71414	22266	54464	62326	11617
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1
2246	3303	4481	20713	15882	3658	20444	10999	2460
0	1	0	0	2	1	0	1	0
1	192	120	136	502	137	365	579	9
0	0	0	0	0	0	0	0	0
236	98	182	303	459	69	235	339	100
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
481	432	255	2217	1412	360	1776	1665	583
0	0	1	0	0	0	0	0	0
0	18	1	0	2	0	0	4	0
0	0	0	0	0	0	5	0	0
261	98	94	435	920	201	609	168	153
0	81	81	617	315	198	488	125	36
26	90	141	1104	1067	424	844	497	86
113	1	13	8	79	0	0	73	0
117	144	191	419	420	67	654	360	103
523	247	331	833	394	305	784	225	77
25	8	23	66	151	0	5	0	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	27	24	32	122	0	0	141	6
61	65	47	71	37	130	443	78	37
37	47	109	414	227	105	671	236	129
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	22	94	32
41	72	69	188	98	31	190	0	14
92	15	10	37	130	150	0	104	0
0	0	0	0	2	0	0	0	0
0	23	19	37	0	53	150	0	0
28	41	21	143	47	24	201	110	41
0	0	0	0	0	0	9	0	0
2	0	0	0	0	0	0	0	0
1	0	2	0	12	23	16	16	2
0	0	0	0	0	0	0	0	0
9	22	9	235	105	38	53	45	12
0	0	0	0	0	0	0	0	4
0	0	1	1	0	0	723	265	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	46	45	165	115	174	398	11	105
187	181	66	566	280	178	870	165	103
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
139	5	9	483	0	12	108	255	51
220	108	108	354	343	144	500	166	66
0	5	0	64	55	0	66	79	0
0	2	17	0	0	0	0	0	32
0	0	3	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
7	51	3	377	245	1	126	0	54
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	20	0	2	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
5	0	0	0	1	0	0	0	0
611	152	158	874	621	431	762	214	79
0	0	0	0	0	0	0	0	0
0	0	0	20	0	0	0	27	0
0	0	0	0	0	0	0	0	0
0	0	19	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	20	1	0	0	15	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0
0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	151	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	2	23	0	114	0	38	0	0
0	0	0	0	0	0	0	0	0
0	0	5	1	5	0	3	0	0
0	7	0	0	71	0	119	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	24	88	5	25
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
