0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	55	63	33	9	207	51	340	66	37	29	128	199	251	41	125	131	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	4	78	48	55	455	55	183	0	9	11	148	157	328	104	85	42	30
472	0	2	12	0	238	36	175	0	22	43	68	115	27	44	62	36	34
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	0	2	22	0	44	15	64	0	0	8	25	0	15	4	13	5	0
17	0	7	0	0	0	6	0	0	34	0	8	0	3	12	5	8	0
147	26	104	183	14	387	72	20	23	1	44	77	273	126	65	90	2	17
412	41	42	42	59	201	82	103	275	43	15	146	34	201	82	149	82	26
0	0	29	48	4	63	9	7	0	1	0	14	0	1	0	34	26	0
1347	209	245	157	95	1403	217	432	132	6	38	628	203	813	263	571	214	163
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	64	116	0	64	443	125	113	0	45	4	172	1	28	77	116	113	42
0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
681	46	162	145	62	966	225	601	0	37	34	265	12	1059	100	294	64	46
33	0	10	0	0	62	25	35	0	29	1	29	85	94	9	40	14	19
8	0	1	0	0	5	1	0	0	0	0	3	0	5	1	0	1	0
45	0	24	0	46	135	2	239	0	14	0	52	11	0	11	21	2	11
187	3	111	9	67	298	31	177	10	0	74	176	71	178	69	73	59	14
6	2	0	0	0	40	10	0	0	0	0	36	0	67	3	45	22	2
676	126	91	0	72	714	121	13	26	35	42	210	232	305	140	156	64	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	29	0	0
53	27	15	95	24	0	18	85	1	173	3	73	0	250	4	87	14	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	8	27	14	1	0	0	0	1	0	73	0	26	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	56	0	2	0	0	0	0	0	0	1	7	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
0	0	0	0	0	0	0	0	28	0	10	0	0	0	1	11	0	0
