14	0	0	9	2	0	21	0	14	0
0	0	1	2	3	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	14	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	2	0	4	0	0	0	11	0
377	157	43	469	303	1086	485	581	401	209
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
246	55	110	145	333	276	244	382	260	114
0	0	3	0	8	7	47	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0
0	0	0	1	1	0	16	1	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0
0	0	6	2	17	23	0	0	2	0
0	5	0	1	2	2	70	4	6	27
58	78	25	41	144	207	87	256	157	35
23	10	23	16	45	27	41	114	15	11
73	46	41	115	202	185	202	90	158	81
387	299	183	787	705	869	757	884	598	496
0	0	0	0	0	0	0	0	0	0
97	26	56	431	323	206	175	208	199	70
0	0	0	0	0	1	0	0	0	0
38	146	5	29	94	42	27	144	55	24
306	97	63	344	297	348	245	298	286	215
5	0	0	2	3	9	12	6	4	3
18	0	10	17	65	21	105	55	40	23
126	46	23	55	134	247	95	70	119	29
0	0	1	3	0	28	1	51	26	34
126	162	47	176	327	284	371	276	195	133
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	0	2	0	26	18	0	0	17	0
0	0	0	13	33	49	63	29	0	0
0	0	3	0	16	0	0	0	0	0
0	0	2	5	8	34	0	4	13	0
0	0	0	0	0	0	7	6	0	0
9	0	14	1	2	15	11	23	12	4
46	13	4	1	28	0	11	30	6	4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	30	0	0	0	13	0
0	0	0	0	0	0	0	0	0	0
45	3	1	0	0	0	0	32	48	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	21	0	0	0
19	1	5	16	47	50	34	14	39	0
0	0	0	0	0	0	0	0	0	0
0	1	0	2	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0
33	49	51	152	113	273	123	157	185	56
21	37	0	26	30	30	42	47	45	61
119	105	94	285	336	366	211	305	187	55
0	0	4	13	11	0	0	0	0	0
3	0	5	20	11	68	0	0	1	0
31	10	3	76	53	97	18	137	32	0
0	0	0	0	0	34	0	18	1	0
0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	1	32	8	3
0	0	1	0	18	0	0	19	0	0
0	0	0	0	0	0	0	0	0	0
0	0	3	40	37	71	61	57	71	0
91	57	36	56	306	68	95	191	62	78
0	0	0	0	1	0	0	0	0	0
0	0	0	0	4	0	14	0	0	0
0	0	0	1	3	21	0	0	0	8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
55	25	23	127	128	12	121	100	114	39
64	16	51	55	67	53	38	76	33	0
103	87	72	129	281	106	96	194	203	118
208	102	126	317	372	715	267	578	231	262
252	122	255	340	529	388	588	498	262	305
214	135	53	361	170	466	4	429	142	199
0	0	0	0	0	0	0	0	0	0
5	0	0	0	6	0	20	0	22	0
0	31	0	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	3	0
5	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	4	1	0	0
19	21	14	31	45	6	44	84	38	57
101	15	30	147	132	330	85	85	147	92
58	15	8	148	141	214	166	37	129	6
0	8	22	46	29	97	19	53	61	34
91	12	29	25	35	20	70	42	37	9
0	0	0	0	5	0	0	8	8	0
0	0	0	0	0	0	0	0	0	0
70	23	22	105	101	12	0	127	76	67
44	0	24	16	89	157	8	120	78	0
12	49	38	26	7	75	44	36	16	49
0	0	0	0	0	0	0	0	0	0
3	0	0	4	0	0	0	1	0	0
61	0	5	26	8	38	64	11	2	0
50	0	26	51	46	182	114	3	34	20
45	59	30	79	50	68	88	127	79	36
132	83	59	143	242	160	168	217	258	72
0	0	0	0	0	0	0	0	0	0
62	44	32	72	48	131	209	111	94	13
101	8	10	1	7	38	0	33	10	1
0	0	0	0	11	0	0	0	0	0
44	24	24	205	106	137	80	120	85	149
24	0	0	48	26	47	35	89	35	0
0	0	1	0	0	0	0	0	3	0
0	1	0	0	0	0	0	0	0	0
110	0	8	18	20	91	14	81	39	92
21	8	9	5	59	62	123	147	99	59
13	0	4	0	36	25	50	0	24	29
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
51	1	32	45	41	45	4	72	0	3
0	0	0	0	0	0	0	0	0	0
196	67	2	178	77	285	729	148	289	143
450	164	73	465	365	578	261	418	448	300
0	0	0	14	6	0	0	0	0	24
8	6	16	53	262	64	61	205	159	23
2	0	1	0	2	1	0	5	0	0
13	73	13	31	0	41	63	168	104	65
138	127	64	158	219	370	195	109	269	116
0	79	25	26	68	84	32	108	33	45
0	11	0	0	5	0	0	0	1	0
117	9	25	45	81	123	35	114	56	17
6	0	0	0	0	0	2	0	0	2
25	52	22	76	100	20	20	84	69	0
74	77	52	152	160	123	0	157	76	35
0	0	0	0	0	0	0	0	0	0
0	27	10	48	58	17	14	35	58	27
92	58	15	43	33	169	106	124	33	38
82	46	5	13	42	41	228	96	96	23
67	1	10	16	18	66	19	67	22	30
0	0	0	0	17	47	0	0	0	0
0	0	1	0	4	0	7	0	0	0
70	118	18	22	87	61	71	114	76	35
0	0	0	0	0	0	0	16	0	0
41	86	32	85	103	48	164	83	84	56
31	11	11	23	35	234	83	166	170	63
76	22	9	141	67	163	38	44	26	24
0	0	0	0	0	0	0	0	0	0
29	32	19	23	62	7	77	55	65	4
180	18	27	32	53	43	26	23	69	33
0	0	2	5	1	0	8	11	0	4
0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0
84	5	8	81	49	269	135	97	105	42
92	74	25	94	73	183	172	61	41	13
0	0	0	0	0	16	51	88	58	1
0	0	0	15	0	0	0	0	0	0
0	0	2	7	27	85	65	65	11	0
6	35	22	16	52	44	35	31	20	0
0	22	0	0	5	0	33	16	6	0
201	43	56	169	137	367	123	134	191	62
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0
7	0	0	0	0	0	0	0	5	0
85	73	72	68	159	134	322	378	238	282
0	0	0	0	0	0	0	0	0	0
282	68	49	152	202	173	263	237	261	109
0	49	11	54	44	12	130	53	64	56
53	73	45	96	174	146	77	237	171	97
0	0	0	0	0	0	0	0	0	0
9	0	21	2	38	15	27	75	2	54
0	0	0	0	4	0	0	0	0	0
28	26	27	41	86	87	49	69	58	4
57	10	12	16	62	65	45	35	13	8
25	14	4	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
107	5	1	180	30	271	297	198	201	62
80	31	18	144	85	215	123	190	76	56
37	43	33	52	87	48	4	34	33	10
40	44	22	479	14	49	142	168	57	89
0	0	0	0	0	0	9	0	0	0
4	0	9	34	9	12	14	110	7	29
0	20	1	0	0	4	17	29	0	0
439	244	182	406	620	590	549	604	528	243
103	0	35	66	113	149	58	102	79	113
10	23	29	405	212	282	346	206	247	320
1	0	7	5	8	0	62	14	7	13
0	0	0	0	0	0	0	0	0	0
8	0	1	6	9	0	5	3	2	1
0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	1
0	0	0	0	13	0	0	0	1	9
0	0	0	0	8	0	2	0	1	0
0	0	0	0	0	0	0	0	0	0
3	1	1	9	1	0	3	0	2	0
0	7	0	22	0	70	1	0	1	25
57	1	12	100	43	116	42	30	76	8
0	0	0	32	0	0	0	4	7	0
283	230	106	538	646	543	715	597	533	271
40	43	28	19	92	2	59	1	0	25
28	0	0	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	9	6	0	0
0	0	0	0	0	0	0	0	0	0
0	27	29	31	77	0	10	0	30	31
0	0	0	2	0	0	0	0	0	0
1	0	0	3	5	0	0	0	2	0
0	0	0	0	0	0	1	4	0	0
10381	9418	4602	20765	13479	40457	17111	28219	25089	12690
0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	1	0	0	1
6304	3898	4043	7898	10207	17062	5783	10837	8666	5503
0	0	0	5	1	3	0	2	2	0
0	29	3	96	3	1	58	31	74	39
0	0	0	0	0	0	0	0	0	0
271	69	65	173	209	209	140	295	206	103
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
34	19	13	16	13	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
178	94	55	372	153	397	994	371	222	136
0	0	0	0	0	0	0	2	0	0
38	0	0	0	2	0	0	0	3	0
0	1	0	0	0	0	0	0	0	0
102	29	23	88	71	191	132	121	153	39
36	70	36	53	104	89	145	180	109	167
180	154	45	190	231	256	127	363	151	87
2	34	0	23	26	41	0	110	11	0
57	52	20	53	135	100	104	56	150	93
289	51	84	221	231	396	394	172	217	112
0	0	0	0	0	5	82	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	0	18	32	45	21	75	123	38	54
0	5	34	27	92	0	38	43	19	38
115	114	20	61	214	283	122	131	95	30
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	15	0	0	0	10	0
2	0	0	0	53	32	7	11	34	0
31	16	1	1	47	28	5	16	41	0
25	0	4	0	19	0	0	0	0	0
40	5	11	107	24	37	29	21	47	23
76	18	11	55	48	71	62	78	80	18
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	0	2	1	0	0	3	2	0	3
0	0	0	0	0	0	0	0	0	0
0	14	4	4	18	24	2	30	14	22
13	0	0	0	3	11	0	0	0	0
51	13	11	77	62	0	401	54	41	11
0	15	0	8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
11	69	25	43	96	115	71	126	131	55
64	57	25	159	152	302	207	102	92	84
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	9	39	17	9	37	11	0	19
33	16	21	79	37	25	29	180	97	14
0	0	0	0	8	0	0	0	0	0
107	17	23	45	71	186	303	69	96	11
0	0	0	0	0	0	0	30	8	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0
0	0	0	6	0	0	0	0	0	0
0	0	2	0	27	0	0	0	0	0
0	0	1	0	3	0	0	0	0	0
17	0	0	0	0	0	4	0	0	0
26	0	1	0	4	3	0	32	15	2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	10	6	0	0	0	1	0
0	0	0	0	16	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	20	0	0	0	0	0
16	60	6	117	96	71	56	90	127	75
