43	53	1148	2167	451	2517
0	0	26	88	0	1
2	1	61	86	0	94
0	0	0	0	0	0
0	0	0	0	0	0
0	1	7	158	0	0
0	0	0	0	0	0
0	1	0	0	0	0
10	1	51	120	12	96
0	0	0	18	0	0
0	0	0	0	0	0
11	4	248	262	173	158
0	2	36	140	102	155
0	1	97	63	53	97
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	55
0	0	82	13	0	0
3	4	110	311	1	80
7	8	137	352	22	293
4	9	174	100	114	590
42	66	1549	1446	988	1335
0	0	0	0	0	0
3	18	326	1033	445	164
0	0	0	0	0	0
0	0	152	112	83	0
6	0	60	182	0	102
0	1	14	7	7	4
1	2	383	129	0	164
6	0	37	317	71	17
1	3	92	163	0	4
11	13	1162	1213	486	599
0	1	0	0	0	0
0	0	0	0	0	0
0	0	129	33	42	0
3	0	312	152	71	40
0	0	0	0	0	0
4	2	105	354	45	36
0	0	0	0	0	0
0	0	0	124	0	13
1	4	90	106	24	149
0	0	83	0	0	0
0	4	29	175	0	1
0	0	0	0	0	0
0	0	128	139	0	0
0	1	53	0	0	0
0	0	0	29	0	0
0	0	1	0	0	0
0	0	0	30	0	0
0	0	28	82	0	75
0	0	0	0	0	0
0	0	7	0	0	0
3	0	111	376	0	244
0	0	0	0	0	3
0	5	48	116	133	0
3	8	318	928	52	432
5	3	0	139	0	0
9	4	131	65	49	205
6	1	31	41	0	0
0	0	0	0	0	0
0	0	8	1	0	0
0	4	0	0	0	0
0	0	0	0	0	0
1	0	30	0	0	13
2	2	0	129	0	0
3	6	258	1047	120	118
3	16	1759	2176	51	1193
0	0	0	0	0	0
28	18	544	1011	296	801
40	46	2082	3840	916	3005
0	0	0	0	0	0
0	1	0	73	0	0
0	0	0	0	0	0
0	0	0	1	6	0
0	0	0	0	0	0
0	5	92	145	30	102
12	3	823	879	200	660
1	7	238	348	217	252
59	39	1900	1540	780	2334
131	83	3650	4478	3133	4775
2	6	280	286	250	95
0	0	1	0	0	0
0	0	0	0	0	98
1	0	0	0	0	27
0	0	4	7	0	0
4	8	24	101	0	48
0	0	0	0	0	0
0	0	97	72	0	0
15	0	390	357	80	106
2	3	46	309	82	147
0	1	77	0	0	0
5	1	101	281	139	185
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	1	0	0
0	3	36	0	0	0
6	3	403	145	0	165
0	0	0	38	0	0
0	0	4	0	1	0
0	3	65	2	132	21
0	0	0	0	0	0
7	10	200	276	152	101
14	13	1399	2333	536	1443
3	0	479	1	0	122
0	0	171	244	45	99
0	0	60	0	0	82
0	0	63	46	63	0
8	9	1239	836	868	625
5	4	1	191	2	1
0	0	0	0	0	0
1	0	132	252	30	137
0	0	18	162	0	76
2	0	270	53	9	195
0	0	12	204	44	0
0	2	5	0	0	60
0	0	0	0	0	0
0	0	0	0	0	0
0	6	171	184	1	132
0	0	0	0	0	0
0	0	10	29	0	51
73	72	1907	3166	1249	3869
0	0	11	0	0	0
32	6	143	924	154	359
0	0	0	0	0	0
13	9	442	468	117	412
1	6	304	414	31	0
5	2	224	764	93	274
9	2	140	137	16	76
