0	3	0	0	0	0	4	6	0	6	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16	481	168	52	29	5	176	90	185	322	154	314	2	90	226	85	142	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	300	67	41	9	0	110	24	96	177	97	291	1	58	119	28	12	27
1	2	1	0	0	0	0	0	0	45	2	17	1	0	4	11	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	11	7	0	0	11	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	7	0	1	0	0	0	34	44	0	22	0	3	14	10	0	2
2	2	0	0	0	0	0	0	0	0	7	14	0	1	26	0	0	1
2	67	47	19	3	0	47	87	9	55	83	170	0	7	87	18	7	6
4	35	18	4	5	7	53	8	146	78	73	228	3	12	73	16	19	10
10	211	28	12	0	2	99	17	104	81	54	95	1	8	67	12	0	9
48	495	153	48	31	9	349	189	469	639	266	634	7	97	393	104	20	59
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	131	27	25	8	2	77	25	17	54	77	152	5	11	100	29	6	10
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9	227	59	19	2	3	58	24	103	129	28	76	1	6	36	12	0	6
12	345	81	7	2	0	162	105	60	331	30	84	1	0	95	28	29	32
0	3	0	0	0	0	3	0	0	0	1	3	0	1	1	0	0	0
5	32	20	14	1	2	48	0	32	97	6	47	2	25	18	5	1	4
16	71	22	16	3	0	27	15	80	119	69	139	0	36	86	22	15	10
0	51	0	1	1	0	18	1	40	0	4	7	1	9	1	8	0	0
8	230	113	32	14	2	44	133	52	190	148	341	24	26	180	65	12	23
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	8	6	0	0	0	1	2	0	0	8	0	0	0	0	0	0	0
0	78	0	0	0	0	0	0	6	26	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	21	14	0	1	0	3	8	5	5	3	11	0	0	7	7	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2	0	5	0	0	2	6	1	13	2	6	0	0	3	0	0	3
0	2	0	0	0	0	3	6	0	0	3	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0
0	31	1	0	0	0	0	0	0	34	7	4	1	0	0	0	0	0
0	0	0	0	0	0	0	0	47	0	5	2	0	0	0	0	0	0
0	0	1	0	0	0	12	0	0	0	6	0	1	0	15	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	2	3	11	1	25	0	0	0	1	23	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	40	9	3	2	2	35	17	39	2	38	78	2	7	33	13	4	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	104	25	8	1	3	13	23	12	39	24	80	0	0	62	19	2	8
0	109	4	9	9	0	47	16	19	84	39	251	24	39	106	15	33	16
17	244	22	32	17	8	90	66	119	59	92	302	34	40	180	34	0	20
0	3	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0
0	0	0	0	0	0	12	0	0	42	0	0	0	5	0	1	0	0
7	130	20	0	10	0	28	13	7	121	3	29	2	0	15	9	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	0	0	0	1	9	11	27	0	0	41	0	0	12	6	0	7
5	26	2	0	0	0	0	8	0	18	0	60	0	0	3	0	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	10	0	13	0	0	156	15	45	111	12	35	34	35	13	1
9	79	2	6	2	0	29	1	77	176	29	104	5	15	56	31	1	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0	1	4	0	0	0	0	0	37	0	4	9	0	0	2	1	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	82	65	20	14	6	22	49	84	71	46	178	43	25	140	65	1	22
0	0	1	0	0	1	15	22	2	67	0	17	0	0	19	3	0	0
26	156	61	48	6	3	39	64	169	170	169	334	49	51	196	62	2	10
46	460	140	71	17	10	205	86	373	184	124	560	43	140	275	58	56	22
52	300	87	50	16	24	57	61	239	178	178	338	27	68	241	101	11	29
2	187	42	33	11	5	83	33	27	158	64	150	25	47	50	42	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	34	0	1	0	0	242	0	47	194	3	92	46	25	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
9	28	2	5	0	1	29	28	76	69	5	112	1	25	34	33	6	2
1	31	4	7	2	0	95	12	35	41	22	107	40	26	44	26	0	1
16	300	116	48	12	10	124	41	70	81	133	285	53	81	157	52	5	11
1	161	11	3	2	0	66	32	65	122	14	83	45	23	39	10	0	8
0	42	8	5	2	0	2	6	35	27	13	13	1	0	26	5	0	7
1	3	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	41	12	20	0	0	2	0	0	100	0	99	0	7	17	4	0	0
0	26	3	0	0	0	0	14	0	57	0	13	0	0	19	2	0	9
0	28	7	10	4	4	12	21	8	61	10	22	1	9	10	8	4	3
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	0	1	0	1	0	0	3	4	3	5	2	2	2	0	1	2
12	113	35	3	6	1	39	7	4	33	11	77	1	18	88	3	0	9
24	79	46	25	4	6	40	9	34	40	37	215	14	9	74	35	19	0
8	80	13	16	4	0	68	21	53	55	41	152	10	18	54	16	5	9
5	58	32	7	1	0	6	15	31	25	24	21	0	10	22	4	9	6
14	1	16	0	0	1	34	0	15	37	1	33	0	14	19	7	0	0
11	90	13	2	3	6	10	38	203	18	29	147	16	9	48	3	0	7
7	31	0	15	2	2	21	5	17	24	21	57	0	0	24	21	0	2
0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
1	227	158	10	3	0	28	39	34	101	40	194	5	23	179	29	8	7
6	127	19	3	4	0	8	8	12	9	6	17	0	0	0	13	0	0
0	13	0	0	1	0	0	23	0	0	4	1	0	0	0	0	0	4
0	0	0	0	0	0	1	0	0	16	0	3	0	0	0	0	0	0
1	49	1	26	1	0	16	4	76	37	9	80	6	4	13	21	15	11
25	175	50	2	1	0	237	13	30	79	26	84	0	15	97	2	4	1
0	0	0	0	0	0	0	0	0	0	8	64	0	5	24	3	0	0
0	0	0	0	0	0	11	0	16	2	0	0	0	0	0	0	0	0
0	21	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	154	25	6	9	1	51	23	97	191	30	106	48	4	87	14	16	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	180	22	9	3	1	148	54	91	122	34	183	2	11	53	19	0	11
21	229	76	29	23	1	237	81	110	175	86	358	11	39	177	39	1	16
0	0	0	0	0	0	0	7	0	18	1	3	0	0	0	2	0	0
4	65	9	13	4	0	28	10	48	115	7	122	0	9	51	15	10	1
0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
28	176	55	15	2	9	40	68	88	182	82	186	59	27	102	23	0	8
27	235	60	23	9	3	156	73	181	409	121	636	2	42	221	70	10	9
5	51	30	21	1	9	24	15	12	32	49	209	5	16	49	23	9	12
0	1	0	0	0	0	0	6	0	0	0	0	0	4	5	0	0	0
1	40	14	1	1	2	6	17	13	38	11	40	0	2	27	11	0	0
0	4	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	72	9	4	0	3	36	37	41	81	12	76	2	3	53	15	0	2
0	79	37	0	7	3	31	7	31	147	14	24	0	31	6	15	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	133	21	11	4	2	59	16	80	24	12	99	8	3	27	10	0	9
