0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	18	0	0
0	0	0	0	0	0
0	5	0	0	2	0
0	0	0	0	0	0
0	0	0	0	0	0
1118	1537	825	798	2116	772
0	0	0	0	0	0
0	0	0	0	0	0
435	550	0	148	413	92
262	299	49	0	195	45
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	27	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	0	0	0	82	13
0	203	0	0	0	0
0	218	71	198	143	216
460	147	214	346	503	182
66	38	50	0	49	28
680	1474	765	166	1066	590
0	0	0	0	0	0
10	407	245	0	234	239
0	0	0	0	0	0
229	811	88	114	308	265
85	336	54	40	147	50
7	3	1	0	7	0
113	91	75	34	66	25
145	206	175	0	215	66
56	0	35	0	77	21
223	519	272	516	573	518
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
9	128	1	90	116	17
0	0	0	0	0	0
0	35	13	0	41	0
0	0	0	0	34	80
131	0	0	0	9	0
0	0	0	0	0	0
13	0	0	1	136	0
19	0	0	0	0	0
0	0	0	0	12	0
0	0	0	0	33	0
0	0	0	0	0	0
0	205	17	110	60	237
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
71	211	121	81	284	62
0	0	0	0	0	0
0	0	0	0	2	0
0	0	0	0	1	0
289	306	261	291	634	214
187	7	67	0	136	171
431	613	805	281	478	533
0	30	0	0	1	0
0	50	0	0	0	7
98	133	34	66	148	92
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	63	0	0	38	0
0	0	10	0	0	0
652	190	299	15	568	247
396	710	299	71	720	503
0	0	4	0	0	0
0	0	0	0	0	0
0	1	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	17
0	42	0	0	18	0
0	0	0	0	0	0
92	164	57	37	253	140
74	30	145	45	179	57
454	183	118	190	301	431
271	449	169	263	1013	432
849	432	475	868	845	176
0	481	214	360	193	262
0	1	0	0	0	0
772	1439	685	1362	1869	759
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	0	0	0	1	0
0	0	65	96	128	77
333	339	268	38	264	258
487	318	255	357	573	276
47	103	0	66	45	96
213	32	22	356	169	46
0	0	0	0	0	0
0	0	0	0	0	0
1	0	1	0	185	57
74	0	0	0	8	125
335	230	11	0	268	67
0	0	0	0	0	0
1	7	4	12	10	0
0	0	0	107	18	1
18	72	155	27	124	59
131	146	26	79	327	149
0	302	92	73	261	205
144	132	0	197	212	0
6	159	108	30	326	115
2	138	0	104	170	167
0	0	16	0	9	5
128	343	0	17	267	428
0	0	0	0	48	59
0	0	0	18	1	0
0	0	0	4	0	0
47	350	93	281	357	61
160	164	167	0	337	108
0	0	0	0	0	0
3	0	0	0	0	4
0	0	0	0	0	1
0	0	0	0	0	0
322	327	401	78	482	162
0	0	0	0	0	0
34	187	30	61	119	67
297	376	431	220	421	244
0	0	0	0	0	4
64	82	1	0	110	112
0	0	0	0	0	2
435	482	52	336	704	138
111	534	203	704	469	286
389	703	420	307	632	251
0	0	0	0	0	0
69	17	158	117	121	148
0	0	0	0	0	20
0	0	0	0	224	83
86	411	135	504	256	223
0	0	0	0	0	0
122	59	96	258	367	98
0	11	2	0	20	67
133	139	8	11	66	12
173	289	386	673	688	314
0	0	0	0	0	0
0	8	0	55	1	0
103	53	120	79	254	261
32	94	40	61	84	24
85	333	180	47	400	33
868	680	515	762	805	432
61	32	31	11	100	110
0	0	0	0	0	0
0	0	0	0	20	55
1	0	55	0	93	11
0	0	0	0	0	0
0	0	0	0	21	18
0	0	0	0	0	0
125	116	70	30	298	145
121	120	0	0	80	123
437	660	433	747	768	379
0	0	1	0	0	0
0	0	18	0	3	0
148	119	17	101	257	9
0	0	0	0	11	0
363	363	126	310	503	361
0	0	0	0	0	0
69	379	47	1	370	68
0	0	0	36	43	0
0	0	0	0	12	0
458	714	424	792	1455	719
0	0	0	0	3	0
44	64	82	105	131	263
203	294	409	176	168	98
209	464	161	129	344	232
4	0	0	0	1	1
1	0	0	0	0	17
0	0	0	0	0	0
74	89	0	89	123	1
15	0	33	0	13	6
36	54	0	0	30	0
0	0	0	0	0	0
265	159	86	255	181	66
46	17	0	0	16	64
0	0	0	0	0	9
371	287	24	271	469	271
0	0	0	0	0	0
1	0	0	0	67	15
196	0	340	222	252	76
477	489	135	130	530	256
0	146	0	99	251	199
119	118	197	271	337	201
0	0	0	0	6	0
0	0	0	0	34	0
0	0	0	0	0	0
0	0	0	0	0	0
23	0	0	0	0	0
0	0	0	0	37	13
0	11	0	0	10	2
0	0	0	0	4	0
0	0	0	0	0	0
0	69	0	0	54	0
61	15	176	0	146	17
0	0	0	0	0	0
1080	1408	690	1305	2755	1390
134	206	15	1	383	4
0	0	0	0	0	0
220	0	71	0	53	0
0	0	0	0	12	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	6
0	0	0	10	0	2
0	0	0	0	0	0
38	209	331	108	209	0
0	0	0	0	5	0
0	0	0	0	0	0
0	1	0	0	0	0
18892	25125	14934	16567	35715	15433
0	0	2	0	0	0
0	0	0	0	0	0
2868	2282	1366	2047	3819	1880
0	0	0	0	0	0
80	1	0	1	6	0
0	0	0	0	0	0
96	120	195	85	382	22
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	5	0	0	0	0
0	0	0	0	0	0
872	1154	990	657	1586	566
0	0	11	0	0	0
0	0	87	0	1	0
0	0	0	0	0	0
248	1421	1204	1084	1170	503
193	48	0	221	314	136
492	155	228	156	557	140
0	99	0	0	180	81
20	102	15	96	228	160
204	384	158	655	459	404
0	0	0	0	53	22
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
35	87	199	0	155	32
253	209	15	39	126	83
1	182	30	61	134	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
60	323	110	0	256	63
0	40	1	28	170	0
0	0	0	0	0	0
143	5	163	144	114	105
52	139	124	0	207	167
3	0	0	0	0	0
0	0	0	0	0	0
23	0	7	3	26	0
0	0	0	0	0	0
9	58	0	0	14	1
0	0	0	0	0	0
45	16	0	0	129	167
0	0	0	0	0	0
0	0	0	0	0	0
4	70	59	0	48	75
278	844	458	761	670	264
0	0	0	0	0	0
0	0	0	0	13	0
1071	1511	908	1353	1833	1364
240	523	76	302	609	352
0	0	2	0	0	8
120	194	96	91	287	114
0	0	0	15	96	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	2	0
0	51	0	16	16	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	4	0
0	0	0	0	0	0
0	1	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
16	0	0	0	5	0
1064	1321	544	1265	2319	1868
0	0	0	0	0	0
145	168	0	0	42	9
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	79	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	18
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	44	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	4	5	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
59	23	0	1	2	0
0	0	0	0	0	0
0	0	0	0	0	0
0	52	0	0	0	0
0	26	1	0	32	155
129	72	160	175	270	48
1	0	0	0	0	0
43	4	0	26	15	18
0	0	0	0	0	0
0	0	0	0	9	0
416	108	249	214	511	311
119	74	55	120	129	23
0	0	0	0	0	0
0	0	0	0	0	0
19	14	39	0	82	1
23	0	122	142	119	0
