0	1	251	50	0	32	47	41	52	152	50	0	5	172	0	100
0	10	25	0	0	0	0	0	0	0	16	0	0	7	0	0
0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	108
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	29	4	0	0	5	0	0	0	0	13	0
118	306	231	207	639	1101	728	937	580	1062	183	383	393	411	608	618
0	0	0	0	0	0	0	0	0	0	0	20	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	0	509	114	143	676	316	350	350	143	195	363	294	555	186	394
0	0	243	0	68	107	0	5	0	30	0	0	59	334	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	3	24	11	0	0	0	0	0	0	0	0	14	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	40	0	0	13	0	0	0
0	0	292	4	0	0	29	47	0	0	0	0	0	127	20	0
53	661	0	36	199	179	80	244	0	194	326	337	193	940	26	46
225	103	108	57	109	182	158	120	150	228	18	147	60	25	103	174
360	393	286	103	222	373	412	480	148	246	124	277	191	158	156	488
1568	1851	759	392	2094	3751	2561	1573	1432	568	1562	1616	817	951	1005	1151
0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0
227	147	2083	231	277	390	661	488	277	232	375	363	33	1407	701	137
0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0
252	123	12	95	76	930	266	221	311	498	134	768	808	206	336	418
0	0	215	141	135	46	122	117	0	83	141	47	19	94	310	0
0	4	8	0	0	22	10	3	0	1	5	7	3	7	1	1
81	373	130	40	394	89	10	205	123	78	41	263	149	132	1	123
46	123	167	52	77	101	99	145	98	61	146	137	155	135	285	183
0	0	0	0	0	1	39	2	0	27	0	0	1	0	0	0
345	575	249	129	539	344	544	634	498	203	251	592	251	217	112	577
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	39	7	15	0	9	60	0	33	0	35	30	248	0	0
0	0	222	1	0	0	0	90	0	109	0	113	38	173	2	45
0	0	0	0	0	0	0	0	39	7	0	59	0	0	0	0
10	7	166	24	3	28	45	17	45	33	2	10	1	173	95	59
0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
20	0	114	6	74	0	0	0	50	0	33	0	17	112	41	8
268	220	0	128	418	400	227	324	166	525	210	312	208	0	439	438
0	0	0	3	0	6	0	8	0	43	0	0	0	0	0	0
121	0	130	31	92	0	103	0	0	32	0	66	84	204	1	59
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	54	0	0	9	0	0	0	15	71	0	0	4	3	0
12	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
64	0	0	0	0	80	5	22	0	40	0	0	3	0	21	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0	20	268	16	0
0	140	0	27	127	0	94	142	0	26	0	57	36	0	25	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
57	0	0	5	2	560	59	0	0	102	0	89	53	0	10	169
144	0	0	51	330	57	85	254	205	9	0	117	0	213	83	75
