11	12	9	9	1	18	24	0	0	1	42
0	2	0	0	0	0	0	0	0	0	0
19	7	12	0	0	0	0	18	0	2	0
0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0
151	95	95	31	38	47	107	65	108	4	25
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
283	457	168	118	19	74	227	57	70	3	69
0	17	0	0	8	0	16	78	0	0	0
1	2	0	0	5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7	0	0	0	0
16	0	0	0	0	0	0	0	0	0	9
83	56	0	11	4	12	56	0	22	0	0
305	290	16	61	55	66	20	0	1	5	1
37	117	22	86	7	21	16	15	106	1	12
65	35	21	79	13	19	50	14	54	4	15
827	622	191	1136	169	204	307	45	119	16	316
0	0	0	0	0	0	0	1	0	0	0
573	551	275	248	70	208	548	54	51	22	139
10	0	0	0	0	0	7	0	0	0	0
5	69	119	52	11	43	20	0	3	1	102
105	143	51	92	43	15	139	0	0	0	14
10	7	3	1	0	4	5	0	2	0	1
10	74	48	46	15	10	79	0	0	0	35
96	91	15	82	4	53	20	8	2	6	64
141	16	8	19	10	0	8	1	110	0	0
583	502	193	208	33	91	325	28	91	25	115
0	6	0	0	7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
2	58	6	0	3	5	0	0	0	0	0
0	11	0	0	0	28	6	3	2	0	0
41	52	0	18	0	7	16	0	0	0	0
28	44	15	20	0	1	23	7	7	0	9
0	13	12	1	0	0	0	0	0	0	0
5	7	24	6	0	13	4	0	0	0	16
58	92	28	7	11	24	43	14	8	2	19
0	8	2	0	5	0	0	0	0	3	0
0	0	21	0	11	19	0	0	0	0	0
1	0	0	0	0	0	25	0	0	0	0
