0	0	0	0	0	26	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	30	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
614	345	790	1344	446	1491	31	3285	134	252	298	390
0	0	0	0	28	0	1	1	0	0	5	2
0	0	0	0	0	0	0	0	0	0	0	0
163	147	325	1015	200	810	335	2	57	155	89	235
64	445	188	356	14	72	207	153	117	4	43	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	6	3	0	0	0	0	0
0	0	0	0	0	0	31	1	8	0	0	0
0	17	0	0	81	0	54	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	8	241	97	0	0	0	0	122
0	0	1	49	0	28	0	0	0	0	0	0
182	9	179	165	523	368	178	20	0	180	109	106
86	25	159	111	76	247	694	1038	19	49	107	91
27	339	30	146	130	180	114	813	186	180	139	218
758	569	572	1390	737	1097	1368	1427	144	231	774	542
0	0	0	0	0	0	0	0	0	0	0	0
232	0	1	543	230	82	123	1	204	83	0	341
0	0	0	0	0	0	1	0	0	0	0	0
299	45	139	901	330	677	560	444	2	29	324	588
27	135	148	51	117	105	89	403	141	56	90	274
1	3	0	14	0	2	6	0	0	4	1	8
0	152	71	38	42	73	151	0	0	2	36	0
48	83	80	247	149	304	68	163	191	255	187	505
0	0	1	0	6	0	0	0	1	1	0	0
634	27	531	436	110	404	420	960	317	12	331	385
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	1	0	0	13
0	184	0	0	212	35	0	0	51	58	89	603
0	0	0	0	0	0	0	0	0	0	0	0
16	0	1	134	18	4	43	0	3	13	0	2
0	0	0	0	0	0	0	12	0	0	0	0
58	0	1	0	0	104	92	451	0	0	0	3
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	28	0	0	0	28	0	0	0	0	0	21
0	0	0	0	0	4	61	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	71
0	0	0	0	0	0	0	0	0	0	0	0
2	0	24	0	17	0	18	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
52	0	74	221	122	117	3	449	42	64	0	48
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	10	0	0	0	0	0	0
109	136	589	0	105	371	87	1595	38	0	2	223
17	146	22	277	392	259	151	135	73	153	72	296
127	0	175	153	184	92	247	935	0	102	149	189
0	0	0	0	0	53	0	0	0	0	0	0
0	3	152	0	0	0	0	0	14	0	106	3
20	48	2	0	73	20	0	0	22	111	23	149
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	67	0	0	0	0	0	0	0	101
0	2	24	0	371	124	1	92	54	151	0	225
0	0	0	0	7	0	0	0	0	0	0	0
433	0	59	6	0	591	46	151	0	1	1	52
38	0	4	0	105	417	277	225	45	74	143	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	9	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	20	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
37	48	150	153	0	55	162	157	236	9	0	196
1	0	4	279	224	37	209	135	0	59	0	0
355	526	193	559	288	573	339	633	625	211	231	332
511	521	974	1343	554	938	496	1277	428	514	342	523
190	85	291	1319	537	1130	917	329	96	381	334	647
110	189	78	0	264	418	293	1565	18	198	78	997
0	0	0	0	0	0	0	0	0	0	0	0
55	1	348	2279	35	799	963	530	0	2	1	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	0	0	2	0	0	0	30
93	0	14	89	63	9	84	75	133	1	46	129
302	197	447	1287	321	697	871	1309	504	190	382	350
236	121	373	224	32	112	432	32	27	91	119	132
47	0	56	263	350	114	69	0	147	52	267	289
1	0	0	87	42	139	93	0	0	80	54	50
0	0	16	78	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	5	0	237	141	0	0	0	0	99
21	1	0	1	77	55	0	0	84	13	0	84
2	0	175	59	6	94	212	0	98	24	2	70
0	0	0	0	0	0	0	0	0	0	0	0
